,0,1,2,3,4,5,6,7,8,9
1920-1929,0.066,0.148,0.056,0.155,0.1,0.029,0.052,0.291,0.062,0.041
1930-1939,0.066,0.121,0.047,0.126,0.217,0.033,0.061,0.204,0.077,0.048
1940-1949,0.08,0.129,0.056,0.126,0.181,0.048,0.062,0.202,0.064,0.051
1950-1959,0.087,0.141,0.07,0.136,0.145,0.052,0.072,0.161,0.082,0.054
1960-1969,0.092,0.122,0.079,0.115,0.112,0.075,0.084,0.125,0.123,0.072
1970-1979,0.096,0.096,0.099,0.097,0.089,0.09,0.099,0.084,0.151,0.099
1980-1989,0.104,0.081,0.117,0.079,0.072,0.11,0.111,0.063,0.139,0.123
1990-1999,0.111,0.082,0.129,0.073,0.061,0.121,0.122,0.047,0.112,0.141
2000-2009,0.11,0.07,0.135,0.058,0.054,0.163,0.106,0.038,0.102,0.165
2010-2019,0.109,0.067,0.126,0.048,0.052,0.187,0.129,0.035,0.073,0.174
2020-2029,0.028,0.033,0.177,0.155,0.077,0.188,0.028,0.055,0.028,0.232
Total,0.086,0.099,0.099,0.106,0.105,0.1,0.084,0.118,0.092,0.109
