,0,1,2,3,4,5,6,7,8,9
1920-1929,0.051,0.058,0.13,0.067,0.252,0.052,0.037,0.141,0.055,0.157
1930-1939,0.054,0.06,0.179,0.067,0.204,0.057,0.041,0.14,0.054,0.145
1940-1949,0.059,0.066,0.179,0.075,0.2,0.056,0.048,0.13,0.059,0.129
1950-1959,0.071,0.071,0.158,0.088,0.167,0.069,0.053,0.136,0.062,0.124
1960-1969,0.106,0.087,0.117,0.088,0.123,0.082,0.084,0.122,0.078,0.112
1970-1979,0.119,0.101,0.088,0.102,0.089,0.101,0.116,0.094,0.097,0.093
1980-1989,0.122,0.102,0.077,0.118,0.069,0.113,0.126,0.083,0.111,0.08
1990-1999,0.119,0.103,0.061,0.125,0.052,0.129,0.126,0.073,0.129,0.082
2000-2009,0.116,0.108,0.055,0.122,0.044,0.136,0.138,0.065,0.147,0.069
2010-2019,0.113,0.12,0.057,0.123,0.043,0.128,0.139,0.059,0.16,0.059
2020-2029,0.107,0.132,0.051,0.102,0.058,0.109,0.123,0.059,0.209,0.05
Total,0.094,0.092,0.105,0.098,0.118,0.094,0.094,0.1,0.106,0.1
