,0,1,2,3,4,5,6,7,8,9
1920-1929,2438,2773,6272,3242,12120,2527,1792,6815,2649,7554
1930-1939,2833,3135,9335,3496,10608,2957,2123,7269,2787,7541
1940-1949,3624,4055,11025,4621,12291,3465,2944,7989,3620,7929
1950-1959,4107,4101,9091,5067,9578,3961,3057,7826,3540,7116
1960-1969,9870,8144,10975,8219,11490,7705,7822,11412,7309,10463
1970-1979,13629,11618,10126,11739,10205,11581,13377,10835,11173,10697
1980-1989,13063,10955,8276,12589,7405,12073,13443,8877,11847,8578
1990-1999,13027,11243,6655,13647,5699,14122,13694,7923,14110,8960
2000-2009,13530,12612,6413,14196,5111,15773,16060,7580,17102,8005
2010-2019,10081,10750,5048,11005,3817,11381,12357,5256,14289,5231
2020-2029,137,170,66,131,74,140,158,76,269,64
Total,86339,79556,83282,87952,88398,85685,86827,81858,88695,82138
