,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,0.077,0.077,0.058,0.0,0.038,0.019,0.058,0.058,0.058,0.096,0.0,0.038,0.0,0.115,0.058,0.0,0.135,0.096,0.019,0.0
1950-1959,0.045,0.0,0.091,0.023,0.068,0.182,0.114,0.068,0.0,0.045,0.0,0.114,0.0,0.068,0.0,0.0,0.023,0.114,0.045,0.0
1960-1969,0.086,0.029,0.032,0.089,0.124,0.107,0.032,0.049,0.061,0.072,0.0,0.032,0.0,0.072,0.063,0.0,0.084,0.02,0.049,0.0
1970-1979,0.082,0.021,0.041,0.087,0.105,0.057,0.015,0.066,0.094,0.078,0.0,0.015,0.0,0.091,0.056,0.0,0.095,0.028,0.07,0.0
1980-1989,0.083,0.01,0.038,0.088,0.103,0.055,0.014,0.049,0.099,0.093,0.0,0.005,0.0,0.095,0.057,0.0,0.121,0.028,0.062,0.0
1990-1999,0.077,0.012,0.045,0.092,0.1,0.048,0.014,0.051,0.099,0.093,0.0,0.003,0.0,0.077,0.061,0.0,0.128,0.03,0.068,0.0
2000-2009,0.089,0.01,0.039,0.091,0.088,0.043,0.009,0.044,0.083,0.105,0.0,0.001,0.0,0.074,0.069,0.0,0.174,0.019,0.061,0.0
2010-2019,0.074,0.009,0.042,0.093,0.102,0.037,0.013,0.057,0.071,0.099,0.0,0.001,0.0,0.069,0.054,0.0,0.202,0.019,0.056,0.0
2020-2029,0.0,0.0,0.038,0.0,0.154,0.115,0.0,0.038,0.0,0.192,0.0,0.0,0.0,0.077,0.115,0.0,0.231,0.0,0.038,0.0
Total,0.068,0.019,0.047,0.063,0.098,0.074,0.03,0.053,0.063,0.097,0.0,0.023,0.0,0.082,0.059,0.0,0.132,0.039,0.052,0.0
