,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,2,0,7,2,5,3,0,0,0,0,6,4,3,1,1,3,3,4,5,3
1950-1959,5,0,1,3,2,0,1,0,0,0,3,2,0,2,8,3,4,0,5,5
1960-1969,11,0,29,43,25,21,31,0,0,0,25,30,22,17,37,17,11,10,7,11
1970-1979,17,0,111,123,91,110,102,0,0,0,106,96,65,82,66,77,48,24,33,17
1980-1989,10,1,247,210,189,201,179,0,0,1,193,169,116,127,111,99,77,20,58,28
1990-1999,11,1,429,335,311,331,309,1,0,1,257,258,204,227,159,170,152,40,99,48
2000-2009,4,0,623,316,375,299,328,0,0,1,265,318,249,218,154,158,141,36,69,31
2010-2019,3,0,497,250,244,176,228,0,1,0,169,183,134,139,91,140,103,23,48,33
2020-2029,0,0,6,4,5,0,0,0,0,0,2,0,3,1,3,1,1,0,0,0
Total,63,2,1950,1286,1247,1141,1178,1,1,3,1026,1060,796,814,630,668,540,157,324,176
