,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,9,0,3,5,3,5,1,0,0,0,2,2,6,4,8,4,3,3,2,2
1930-1939,16,0,1,7,4,0,3,0,0,0,5,4,2,0,20,12,0,7,8,7
1940-1949,81,1,32,25,16,22,17,1,0,0,25,16,15,19,77,21,10,19,48,16
1950-1959,95,0,31,41,23,7,27,0,0,0,28,21,18,25,108,31,14,18,48,40
1960-1969,118,0,166,219,158,193,170,0,0,0,194,150,127,145,239,140,88,55,127,91
1970-1979,76,1,494,508,403,492,403,3,0,0,407,335,324,313,340,257,211,73,182,96
1980-1989,34,1,464,398,396,395,315,0,0,0,451,325,267,289,255,227,162,47,118,55
1990-1999,10,1,539,414,420,406,375,2,0,2,395,356,291,258,203,191,177,56,120,54
2000-2009,4,1,763,449,487,395,382,2,0,1,360,405,290,261,186,222,197,54,86,47
2010-2019,2,0,669,389,380,292,340,1,0,1,311,298,246,204,154,173,166,39,79,44
2020-2029,0,0,14,2,10,3,5,1,0,0,8,5,2,2,1,6,1,0,1,0
Total,445,5,3176,2457,2300,2210,2038,10,0,4,2186,1917,1588,1520,1591,1284,1029,371,819,452
