,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,0.038,0.0,0.135,0.038,0.096,0.058,0.0,0.0,0.0,0.0,0.115,0.077,0.058,0.019,0.019,0.058,0.058,0.077,0.096,0.058
1950-1959,0.114,0.0,0.023,0.068,0.045,0.0,0.023,0.0,0.0,0.0,0.068,0.045,0.0,0.045,0.182,0.068,0.091,0.0,0.114,0.114
1960-1969,0.032,0.0,0.084,0.124,0.072,0.061,0.089,0.0,0.0,0.0,0.072,0.086,0.063,0.049,0.107,0.049,0.032,0.029,0.02,0.032
1970-1979,0.015,0.0,0.095,0.105,0.078,0.094,0.087,0.0,0.0,0.0,0.091,0.082,0.056,0.07,0.057,0.066,0.041,0.021,0.028,0.015
1980-1989,0.005,0.0,0.121,0.103,0.093,0.099,0.088,0.0,0.0,0.0,0.095,0.083,0.057,0.062,0.055,0.049,0.038,0.01,0.028,0.014
1990-1999,0.003,0.0,0.128,0.1,0.093,0.099,0.092,0.0,0.0,0.0,0.077,0.077,0.061,0.068,0.048,0.051,0.045,0.012,0.03,0.014
2000-2009,0.001,0.0,0.174,0.088,0.105,0.083,0.091,0.0,0.0,0.0,0.074,0.089,0.069,0.061,0.043,0.044,0.039,0.01,0.019,0.009
2010-2019,0.001,0.0,0.202,0.102,0.099,0.071,0.093,0.0,0.0,0.0,0.069,0.074,0.054,0.056,0.037,0.057,0.042,0.009,0.019,0.013
2020-2029,0.0,0.0,0.231,0.154,0.192,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.115,0.038,0.115,0.038,0.038,0.0,0.0,0.0
Total,0.005,0.0,0.149,0.098,0.095,0.087,0.09,0.0,0.0,0.0,0.079,0.081,0.061,0.062,0.048,0.051,0.041,0.012,0.025,0.013
