,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.222,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0
1930-1939,0.0,0.0,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.0,0.0,0.0,0.059,0.029,0.0,0.039,0.01,0.0,0.029,0.0,0.029,0.029,0.02,0.029,0.02,0.01,0.01,0.0,0.039,0.049,0.01,0.0,0.01,0.01,0.039,0.147,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.127,0.02,0.01,0.049,0.02,0.0,0.049,0.029,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0
1950-1959,0.0,0.0,0.019,0.0,0.019,0.0,0.023,0.033,0.0,0.033,0.0,0.028,0.009,0.014,0.06,0.023,0.014,0.014,0.0,0.014,0.014,0.023,0.005,0.009,0.019,0.005,0.27,0.014,0.019,0.005,0.014,0.0,0.0,0.014,0.181,0.005,0.014,0.009,0.0,0.0,0.056,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0
1960-1969,0.0,0.0,0.01,0.057,0.032,0.0,0.057,0.038,0.0,0.032,0.0,0.038,0.05,0.055,0.036,0.042,0.023,0.036,0.001,0.019,0.026,0.025,0.0,0.031,0.02,0.034,0.088,0.02,0.013,0.0,0.023,0.0,0.001,0.019,0.036,0.02,0.009,0.009,0.013,0.004,0.039,0.012,0.012,0.006,0.003,0.0,0.0,0.006,0.001,0.0
1970-1979,0.0,0.0,0.0,0.051,0.064,0.0,0.051,0.039,0.0,0.048,0.002,0.044,0.044,0.043,0.044,0.036,0.039,0.039,0.001,0.035,0.023,0.029,0.0,0.035,0.021,0.035,0.046,0.026,0.026,0.002,0.026,0.001,0.004,0.016,0.018,0.019,0.009,0.009,0.009,0.019,0.011,0.009,0.014,0.009,0.0,0.001,0.003,0.0,0.001,0.0
1980-1989,0.0,0.0,0.0,0.067,0.051,0.0,0.051,0.055,0.0,0.052,0.001,0.042,0.036,0.048,0.041,0.04,0.045,0.034,0.003,0.046,0.037,0.032,0.001,0.029,0.019,0.029,0.009,0.035,0.022,0.0,0.022,0.0,0.003,0.032,0.003,0.024,0.014,0.01,0.015,0.014,0.005,0.013,0.009,0.007,0.0,0.001,0.002,0.003,0.001,0.0
1990-1999,0.0,0.0,0.001,0.059,0.075,0.0,0.059,0.054,0.0,0.052,0.0,0.044,0.047,0.036,0.033,0.042,0.046,0.049,0.0,0.041,0.048,0.035,0.0,0.027,0.018,0.023,0.007,0.021,0.022,0.0,0.022,0.0,0.004,0.022,0.004,0.018,0.009,0.018,0.013,0.013,0.001,0.015,0.004,0.007,0.0,0.002,0.006,0.001,0.004,0.0
2000-2009,0.0,0.0,0.0,0.076,0.066,0.0,0.052,0.068,0.0,0.048,0.001,0.047,0.038,0.046,0.034,0.037,0.042,0.029,0.0,0.033,0.032,0.037,0.0,0.041,0.033,0.03,0.005,0.029,0.031,0.0,0.029,0.0,0.002,0.022,0.001,0.011,0.012,0.011,0.02,0.013,0.0,0.011,0.005,0.006,0.0,0.001,0.002,0.0,0.001,0.0
2010-2019,0.0,0.0,0.0,0.085,0.041,0.0,0.057,0.054,0.0,0.054,0.0,0.041,0.037,0.039,0.039,0.043,0.05,0.035,0.0,0.043,0.033,0.028,0.0,0.039,0.043,0.028,0.002,0.024,0.024,0.0,0.026,0.0,0.002,0.02,0.002,0.015,0.022,0.011,0.009,0.013,0.002,0.017,0.004,0.009,0.0,0.002,0.004,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.0,0.0,0.016,0.054,0.034,0.0,0.066,0.032,0.0,0.032,0.0,0.042,0.049,0.038,0.029,0.039,0.024,0.022,0.0,0.025,0.024,0.02,0.0,0.035,0.047,0.04,0.052,0.016,0.014,0.001,0.017,0.0,0.001,0.014,0.047,0.022,0.009,0.011,0.024,0.007,0.028,0.031,0.015,0.014,0.001,0.002,0.001,0.002,0.002,0.0
