,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1940-1949,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,2,2,0,1,1,0,0,0,0,2,8,1,1,0,0,0,1,0,7,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
1950-1959,0,0,0,2,4,0,1,1,0,0,0,0,1,1,3,0,2,2,0,1,5,2,0,1,1,1,13,0,3,0,1,0,0,0,14,0,0,3,1,0,3,0,1,0,0,0,1,0,0,0
1960-1969,1,0,2,15,31,0,17,15,0,17,1,14,15,18,11,11,11,8,1,12,14,9,0,10,12,10,36,6,5,0,6,0,1,9,17,7,3,6,4,2,14,2,5,0,1,1,0,3,0,0
1970-1979,0,0,1,50,54,0,47,48,0,40,0,37,37,50,52,37,45,32,2,39,44,32,0,31,30,30,32,24,20,0,19,3,3,19,14,15,10,15,19,13,19,11,4,11,1,2,4,1,0,0
1980-1989,0,0,2,62,65,0,59,68,0,61,1,53,53,57,51,48,52,56,5,43,44,41,0,36,34,39,16,34,24,0,32,0,2,40,10,9,17,18,22,12,8,8,10,6,2,5,1,1,1,0
1990-1999,0,0,0,57,57,0,46,44,1,48,0,34,27,41,35,36,37,33,0,44,27,20,0,21,25,22,9,28,26,2,29,0,1,12,2,12,12,12,8,14,6,5,8,7,1,0,4,0,0,0
2000-2009,0,0,0,64,47,0,56,32,0,36,0,37,27,23,26,40,31,30,1,32,18,32,0,29,27,22,2,25,17,1,16,0,1,13,2,12,11,9,13,7,3,14,3,2,0,2,0,0,1,0
2010-2019,0,0,0,29,27,0,38,24,0,27,0,28,24,22,24,22,27,27,1,11,11,16,0,18,17,8,2,8,12,1,22,0,1,11,0,7,8,11,6,9,0,6,6,5,0,0,2,0,0,0
2020-2029,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Total,2,0,5,282,286,0,265,234,1,230,2,204,186,214,204,196,207,190,10,184,164,153,0,147,147,135,118,127,108,5,125,3,10,104,68,62,61,75,73,57,56,47,37,31,5,10,12,6,2,0
