,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.0,0.0,0.043,0.0,0.13,0.0,0.043,0.043,0.0,0.043,0.0,0.0,0.13,0.0,0.13,0.087,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.043,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930-1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.0,0.0,0.006,0.043,0.012,0.0,0.012,0.037,0.0,0.037,0.0,0.031,0.031,0.031,0.055,0.025,0.025,0.018,0.0,0.012,0.031,0.031,0.0,0.043,0.012,0.018,0.209,0.012,0.012,0.0,0.031,0.0,0.006,0.025,0.092,0.031,0.012,0.0,0.012,0.0,0.037,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.0,0.0,0.007,0.06,0.013,0.0,0.047,0.027,0.0,0.04,0.0,0.027,0.027,0.027,0.053,0.033,0.013,0.06,0.0,0.02,0.007,0.007,0.0,0.02,0.013,0.007,0.193,0.013,0.007,0.007,0.013,0.007,0.0,0.013,0.113,0.0,0.007,0.007,0.013,0.0,0.073,0.0,0.02,0.0,0.0,0.007,0.0,0.0,0.0,0.0
1960-1969,0.0,0.0,0.008,0.044,0.045,0.0,0.033,0.055,0.0,0.041,0.002,0.028,0.034,0.045,0.056,0.023,0.027,0.031,0.0,0.031,0.033,0.036,0.0,0.033,0.019,0.027,0.098,0.012,0.02,0.0,0.016,0.002,0.002,0.012,0.053,0.017,0.017,0.008,0.008,0.016,0.028,0.014,0.014,0.002,0.002,0.008,0.0,0.002,0.0,0.0
1970-1979,0.0,0.0,0.001,0.054,0.051,0.0,0.044,0.053,0.0,0.045,0.001,0.04,0.045,0.055,0.041,0.044,0.045,0.034,0.001,0.032,0.034,0.029,0.001,0.024,0.031,0.031,0.028,0.028,0.023,0.003,0.019,0.0,0.001,0.025,0.022,0.017,0.006,0.013,0.016,0.015,0.013,0.014,0.012,0.007,0.001,0.001,0.0,0.001,0.001,0.001
1980-1989,0.0,0.0,0.0,0.057,0.059,0.0,0.054,0.045,0.0,0.054,0.001,0.042,0.032,0.043,0.042,0.044,0.047,0.05,0.0,0.039,0.046,0.032,0.0,0.027,0.03,0.031,0.016,0.03,0.019,0.001,0.024,0.0,0.002,0.017,0.01,0.023,0.011,0.011,0.013,0.009,0.011,0.007,0.009,0.006,0.001,0.001,0.002,0.0,0.001,0.0
1990-1999,0.0,0.0,0.0,0.08,0.071,0.0,0.053,0.043,0.0,0.045,0.001,0.045,0.04,0.041,0.047,0.045,0.039,0.045,0.001,0.035,0.033,0.042,0.0,0.035,0.032,0.028,0.003,0.019,0.024,0.001,0.028,0.0,0.001,0.022,0.004,0.014,0.012,0.016,0.012,0.009,0.003,0.011,0.006,0.008,0.001,0.001,0.002,0.001,0.002,0.0
2000-2009,0.0,0.0,0.0,0.08,0.071,0.0,0.062,0.059,0.002,0.049,0.0,0.048,0.044,0.041,0.031,0.044,0.036,0.041,0.0,0.032,0.035,0.035,0.0,0.042,0.032,0.025,0.003,0.03,0.028,0.001,0.017,0.0,0.002,0.018,0.0,0.011,0.009,0.017,0.017,0.011,0.003,0.005,0.008,0.007,0.001,0.002,0.001,0.001,0.0,0.001
2010-2019,0.001,0.0,0.002,0.091,0.052,0.0,0.07,0.062,0.0,0.05,0.001,0.042,0.028,0.034,0.051,0.039,0.039,0.047,0.001,0.039,0.039,0.04,0.0,0.027,0.028,0.025,0.005,0.024,0.03,0.001,0.026,0.0,0.003,0.016,0.003,0.01,0.008,0.016,0.015,0.005,0.0,0.01,0.005,0.008,0.001,0.003,0.003,0.0,0.003,0.0
2020-2029,0.0,0.0,0.0,0.111,0.0,0.0,0.185,0.0,0.0,0.074,0.0,0.037,0.0,0.037,0.074,0.037,0.074,0.0,0.0,0.0,0.0,0.037,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.037,0.0,0.074,0.0,0.037,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.0,0.0,0.006,0.056,0.046,0.0,0.055,0.043,0.0,0.043,0.0,0.031,0.037,0.037,0.057,0.038,0.031,0.034,0.0,0.022,0.027,0.031,0.0,0.03,0.018,0.017,0.09,0.015,0.015,0.001,0.022,0.001,0.002,0.017,0.057,0.018,0.011,0.011,0.013,0.019,0.024,0.006,0.007,0.004,0.0,0.002,0.001,0.0,0.001,0.0
