,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,1667,1715,1786,2081,1441,1788,1712,2727,1441,1645,2109,1208,1120,3055,1134,1701,1081,1370,1455,1785,1641,3231,2367,1213,904,1675,2515,2235,1361,1411,867,1358,1674,5462,876,2324,1684,2193,1199,2014,1493,1263,1857,1228,6411,2235,1161,1884,1160,1612
1930-1939,1792,1997,2137,2175,1676,2040,1973,2875,1661,1728,3512,1316,1453,3400,1312,1781,1263,1552,1498,1942,1679,4442,2307,1365,1037,1887,2433,2333,1464,1510,998,1383,1747,4975,1113,2443,1874,2241,1267,2175,1605,1483,1883,1510,5322,2345,1266,2187,1276,1533
1940-1949,2335,2393,2323,2590,1983,2237,2192,3466,2070,2066,3951,1642,1883,3828,1628,2345,1543,1849,1999,2253,2166,4950,2590,1708,1203,2177,2615,2787,1860,2073,1226,1724,2087,5037,1305,2785,2331,2466,1581,2742,1923,1733,2407,1979,5921,2591,1505,2367,1709,1887
1950-1959,2196,2171,2351,2648,1877,2351,2189,2889,1770,2045,2822,1693,2310,3463,1491,2653,1640,1785,1809,2171,2079,4043,2477,1789,1447,2292,2258,2686,1822,1791,1156,1672,1893,3869,1315,2818,2146,2616,1606,2707,1918,1746,2382,1685,4021,2366,1526,2375,1586,1842
1960-1969,4296,3481,3785,4433,3415,3741,3563,3868,3363,3364,3756,2984,3849,5394,3120,3964,3114,3107,3195,3616,3792,4658,3525,3091,3284,3800,3657,3847,3269,2934,2173,3119,3149,4048,2937,4313,3861,4340,2946,4270,3219,2960,3592,3668,4457,3474,2968,3496,3483,3231
1970-1979,5203,4166,5042,4533,4293,4539,4432,4063,4429,4169,4128,4101,4762,5380,4420,5057,4409,4242,4206,4323,5175,3993,4134,4096,4838,4548,4190,4463,4053,4152,3281,4329,4551,3857,4525,4533,5033,4755,4243,4605,4430,4164,4742,4431,3770,3974,4819,4093,4809,4624
1980-1989,4073,3833,4372,3781,4298,3993,3989,3403,4246,4017,3774,4353,4373,3624,4586,4946,4726,4368,4113,3965,4935,3113,3921,4457,5100,4335,3651,4052,4056,4480,3594,4147,4352,2812,4398,3933,4185,3780,4694,3765,4277,4536,4044,4214,2894,3624,4853,3817,4629,4124
1990-1999,3564,3963,3885,3209,4087,4315,4028,3213,4056,3933,2891,4892,4436,4204,4419,5238,5820,4395,4781,4222,4686,2411,3791,5149,5575,4485,3321,4809,4218,4661,4242,4072,4668,2556,5492,3310,3784,3789,4964,3437,4250,5091,3813,4383,2163,3638,5210,4103,4477,4478
2000-2009,3726,4212,3387,3182,4515,4563,3851,3609,4646,4380,2800,5600,5045,3505,5311,5340,6896,4828,4985,4695,3237,2263,4328,5580,6482,4658,3530,4567,5212,4285,8059,5077,4934,1930,6129,2998,3854,3466,5424,3119,4601,5948,3527,4285,1949,4228,5179,5121,5100,4931
2010-2019,2832,3465,2450,2289,3773,3451,3086,2483,3690,3409,2160,4472,3625,2058,4569,4027,5044,4054,3911,3610,2381,1864,3363,4596,5079,3852,2536,2990,4254,3693,6986,3872,3219,1325,4096,2206,3156,2379,4028,2580,3537,4357,2881,3474,1462,3137,3899,3748,4161,3866
2020-2029,56,57,29,34,56,42,45,22,47,43,33,57,60,29,66,39,52,66,69,35,48,32,34,76,69,52,35,31,53,60,135,67,41,21,51,36,37,35,41,45,43,78,47,69,19,54,60,46,53,75
Total,31740,31453,31547,30955,31414,33060,31060,32618,31419,30799,31936,32318,32916,37940,32056,37091,35588,31616,32021,32617,31819,35000,32837,33120,35018,33761,30741,34800,31622,31050,32717,30820,32315,35892,32237,31699,31945,32060,31993,31459,31296,33359,31175,30926,38389,31666,32446,33237,32443,32203
