,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.028,0.057,0.038,0.009,0.075,0.132,0.057,0.047,0.057,0.075,0.0,0.17,0.0,0.038,0.085,0.0,0.047,0.047,0.038,0.0
1930-1939,0.026,0.046,0.007,0.04,0.066,0.238,0.06,0.086,0.007,0.026,0.0,0.192,0.0,0.053,0.026,0.0,0.013,0.113,0.0,0.0
1940-1949,0.046,0.044,0.029,0.035,0.06,0.139,0.048,0.047,0.047,0.043,0.001,0.154,0.0,0.062,0.036,0.001,0.065,0.104,0.036,0.001
1950-1959,0.038,0.028,0.03,0.048,0.066,0.184,0.065,0.055,0.014,0.05,0.0,0.16,0.0,0.05,0.025,0.0,0.058,0.09,0.039,0.0
1960-1969,0.062,0.023,0.037,0.068,0.094,0.103,0.039,0.054,0.084,0.065,0.0,0.046,0.0,0.08,0.056,0.0,0.076,0.052,0.059,0.0
1970-1979,0.072,0.016,0.043,0.08,0.104,0.068,0.019,0.055,0.101,0.077,0.0,0.016,0.0,0.082,0.064,0.001,0.099,0.035,0.068,0.0
1980-1989,0.079,0.012,0.041,0.077,0.101,0.06,0.015,0.053,0.096,0.092,0.0,0.007,0.0,0.098,0.062,0.0,0.114,0.03,0.062,0.0
1990-1999,0.081,0.013,0.044,0.089,0.097,0.05,0.014,0.048,0.096,0.094,0.0,0.003,0.0,0.087,0.068,0.0,0.124,0.028,0.063,0.0
2000-2009,0.087,0.011,0.044,0.086,0.094,0.043,0.01,0.047,0.088,0.105,0.0,0.001,0.0,0.076,0.067,0.0,0.164,0.02,0.058,0.0
2010-2019,0.076,0.011,0.045,0.089,0.097,0.041,0.012,0.05,0.079,0.105,0.0,0.001,0.0,0.075,0.064,0.0,0.181,0.02,0.055,0.0
2020-2029,0.051,0.0,0.034,0.085,0.076,0.059,0.0,0.076,0.051,0.144,0.0,0.0,0.0,0.102,0.068,0.008,0.203,0.008,0.034,0.0
Total,0.059,0.024,0.036,0.064,0.085,0.102,0.031,0.056,0.065,0.08,0.0,0.068,0.0,0.073,0.056,0.001,0.104,0.05,0.047,0.0
