,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.17,0.0,0.047,0.075,0.075,0.057,0.009,0.0,0.0,0.0,0.038,0.028,0.085,0.038,0.132,0.047,0.038,0.057,0.047,0.057
1930-1939,0.192,0.0,0.013,0.066,0.026,0.007,0.04,0.0,0.0,0.0,0.053,0.026,0.026,0.0,0.238,0.086,0.007,0.046,0.113,0.06
1940-1949,0.154,0.001,0.065,0.06,0.043,0.047,0.035,0.001,0.0,0.001,0.062,0.046,0.036,0.036,0.139,0.047,0.029,0.044,0.104,0.048
1950-1959,0.16,0.0,0.058,0.066,0.05,0.014,0.048,0.0,0.0,0.0,0.05,0.038,0.025,0.039,0.184,0.055,0.03,0.028,0.09,0.065
1960-1969,0.046,0.0,0.076,0.094,0.065,0.084,0.068,0.0,0.0,0.0,0.08,0.062,0.056,0.059,0.103,0.054,0.037,0.023,0.052,0.039
1970-1979,0.016,0.0,0.099,0.104,0.077,0.101,0.08,0.001,0.0,0.0,0.082,0.072,0.064,0.068,0.068,0.055,0.043,0.016,0.035,0.019
1980-1989,0.007,0.0,0.114,0.101,0.092,0.096,0.077,0.0,0.0,0.0,0.098,0.079,0.062,0.062,0.06,0.053,0.041,0.012,0.03,0.015
1990-1999,0.003,0.0,0.124,0.097,0.094,0.096,0.089,0.0,0.0,0.0,0.087,0.081,0.068,0.063,0.05,0.048,0.044,0.013,0.028,0.014
2000-2009,0.001,0.0,0.164,0.094,0.105,0.088,0.086,0.0,0.0,0.0,0.076,0.087,0.067,0.058,0.043,0.047,0.044,0.011,0.02,0.01
2010-2019,0.001,0.0,0.181,0.097,0.105,0.079,0.089,0.0,0.0,0.0,0.075,0.076,0.064,0.055,0.041,0.05,0.045,0.011,0.02,0.012
2020-2029,0.0,0.0,0.203,0.076,0.144,0.051,0.085,0.008,0.0,0.0,0.102,0.051,0.068,0.034,0.059,0.076,0.034,0.0,0.008,0.0
Total,0.014,0.0,0.13,0.097,0.091,0.089,0.081,0.0,0.0,0.0,0.082,0.077,0.063,0.06,0.06,0.051,0.042,0.014,0.031,0.017
