,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,18,0,5,8,8,6,1,0,0,0,4,3,9,4,14,5,4,6,5,6
1930-1939,29,0,2,10,4,1,6,0,0,0,8,4,4,0,36,13,1,7,17,9
1940-1949,118,1,50,46,33,36,27,1,0,1,48,35,28,28,107,36,22,34,80,37
1950-1959,128,0,46,53,40,11,38,0,0,0,40,30,20,31,147,44,24,22,72,52
1960-1969,171,0,278,347,239,309,252,1,0,0,293,230,206,217,381,199,138,86,192,143
1970-1979,128,1,787,829,613,807,637,4,0,0,657,571,506,545,538,436,343,131,278,153
1980-1989,63,2,958,855,778,810,647,0,0,1,827,663,524,519,507,443,348,98,256,128
1990-1999,26,3,1169,908,883,906,836,4,0,4,814,762,634,595,471,452,410,122,263,128
2000-2009,12,1,1709,978,1091,918,894,2,0,3,790,908,700,608,445,486,464,120,209,100
2010-2019,7,0,1470,788,853,641,724,2,1,1,608,615,520,451,336,411,366,88,165,94
2020-2029,0,0,24,9,17,6,10,1,0,0,12,6,8,4,7,9,4,0,1,0
Total,700,8,6498,4831,4559,4451,4072,15,1,10,4101,3827,3159,3002,2989,2534,2124,714,1538,850
