,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.0,0.0,0.167,0.0,0.106,0.121,0.212,0.045,0.015,0.045,0.015,0.045,0.03,0.061,0.0,0.045,0.0,0.061,0.03,0.0
1970-1979,0.0,0.005,0.197,0.0,0.082,0.125,0.111,0.067,0.12,0.062,0.005,0.038,0.029,0.053,0.014,0.0,0.005,0.058,0.029,0.0
1980-1989,0.0,0.0,0.221,0.0,0.084,0.126,0.076,0.08,0.095,0.023,0.008,0.053,0.034,0.05,0.008,0.008,0.023,0.065,0.042,0.004
1990-1999,0.0,0.013,0.139,0.0,0.114,0.076,0.076,0.101,0.051,0.101,0.025,0.051,0.063,0.063,0.025,0.013,0.038,0.038,0.013,0.0
2000-2009,0.0,0.0,0.0,0.0,0.118,0.0,0.059,0.059,0.0,0.235,0.176,0.0,0.059,0.118,0.0,0.0,0.059,0.059,0.059,0.0
2010-2019,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.056,0.003,0.121,0.0,0.084,0.075,0.089,0.059,0.047,0.078,0.038,0.031,0.036,0.113,0.063,0.011,0.021,0.047,0.029,0.001
