,0,1,2,3,4,5,6,7,8,9
1920-1929,0.242,0.032,0.016,0.161,0.048,0.016,0.129,0.177,0.065,0.113
1930-1939,0.167,0.042,0.0,0.417,0.031,0.01,0.115,0.135,0.01,0.073
1940-1949,0.117,0.102,0.004,0.304,0.028,0.041,0.195,0.087,0.056,0.065
1950-1959,0.092,0.068,0.002,0.242,0.042,0.045,0.252,0.07,0.068,0.12
1960-1969,0.081,0.129,0.0,0.096,0.118,0.019,0.177,0.11,0.097,0.174
1970-1979,0.078,0.159,0.0,0.023,0.118,0.008,0.148,0.133,0.121,0.212
1980-1989,0.084,0.164,0.0,0.009,0.122,0.003,0.14,0.146,0.153,0.178
1990-1999,0.078,0.158,0.0,0.004,0.105,0.002,0.136,0.18,0.2,0.136
2000-2009,0.082,0.16,0.0,0.003,0.08,0.001,0.108,0.186,0.289,0.091
2010-2019,0.084,0.152,0.0,0.0,0.065,0.001,0.102,0.171,0.347,0.078
2020-2029,0.082,0.18,0.0,0.0,0.016,0.0,0.066,0.115,0.426,0.115
Total,0.108,0.122,0.002,0.114,0.07,0.013,0.142,0.137,0.167,0.123
