,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,0.096,0.154,0.0,0.135,0.115,0.0,0.192,0.135,0.058,0.115
1950-1959,0.091,0.114,0.0,0.205,0.091,0.045,0.273,0.068,0.023,0.091
1960-1969,0.072,0.104,0.0,0.058,0.161,0.012,0.173,0.078,0.104,0.239
1970-1979,0.072,0.156,0.0,0.023,0.152,0.009,0.123,0.11,0.12,0.234
1980-1989,0.068,0.155,0.0,0.008,0.121,0.002,0.145,0.161,0.167,0.173
1990-1999,0.073,0.148,0.0,0.003,0.116,0.003,0.127,0.172,0.22,0.137
2000-2009,0.07,0.158,0.001,0.001,0.088,0.0,0.11,0.191,0.293,0.088
2010-2019,0.067,0.15,0.0,0.0,0.07,0.001,0.092,0.175,0.358,0.087
2020-2029,0.077,0.192,0.0,0.0,0.0,0.0,0.0,0.077,0.615,0.038
Total,0.076,0.148,0.0,0.048,0.102,0.008,0.137,0.13,0.218,0.134
