,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,0.135,0.0,0.058,0.135,0.154,0.115,0.115,0.192,0.0,0.096
1950-1959,0.205,0.0,0.023,0.068,0.114,0.091,0.091,0.273,0.045,0.091
1960-1969,0.058,0.0,0.104,0.078,0.104,0.161,0.239,0.173,0.012,0.072
1970-1979,0.023,0.0,0.12,0.11,0.156,0.152,0.234,0.123,0.009,0.072
1980-1989,0.008,0.0,0.167,0.161,0.155,0.121,0.173,0.145,0.002,0.068
1990-1999,0.003,0.0,0.22,0.172,0.148,0.116,0.137,0.127,0.003,0.073
2000-2009,0.001,0.001,0.293,0.191,0.158,0.088,0.088,0.11,0.0,0.07
2010-2019,0.0,0.0,0.358,0.175,0.15,0.07,0.087,0.092,0.001,0.067
2020-2029,0.0,0.0,0.615,0.077,0.192,0.0,0.038,0.0,0.0,0.077
Total,0.007,0.0,0.245,0.167,0.152,0.105,0.131,0.12,0.003,0.07
