,0,1,2,3,4,5,6,7,8,9
1920-1929,0.703,0.082,0.0,0.0,0.0,0.044,0.0,0.0,0.157,0.012
1930-1939,0.652,0.102,0.0,0.001,0.0,0.046,0.001,0.0,0.183,0.015
1940-1949,0.671,0.082,0.0,0.0,0.0,0.049,0.001,0.001,0.187,0.01
1950-1959,0.56,0.101,0.0,0.0,0.0,0.098,0.001,0.001,0.227,0.012
1960-1969,0.458,0.097,0.0,0.0,0.0,0.168,0.001,0.0,0.259,0.016
1970-1979,0.441,0.076,0.0,0.001,0.001,0.164,0.002,0.0,0.299,0.017
1980-1989,0.421,0.089,0.001,0.0,0.001,0.183,0.003,0.0,0.283,0.019
1990-1999,0.371,0.074,0.0,0.004,0.002,0.234,0.007,0.0,0.291,0.017
2000-2009,0.41,0.109,0.002,0.002,0.003,0.202,0.005,0.002,0.246,0.021
2010-2019,0.453,0.067,0.0,0.004,0.0,0.185,0.0,0.0,0.272,0.02
2020-2029,0.5,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.333,0.0
Total,0.513,0.08,0.0,0.001,0.001,0.14,0.002,0.0,0.249,0.014
