,0,1,2,3,4,5,6,7,8,9
1920-1929,0.379,0.004,0.003,0.189,0.003,0.046,0.004,0.209,0.004,0.159
1930-1939,0.305,0.001,0.003,0.319,0.002,0.039,0.003,0.179,0.005,0.144
1940-1949,0.317,0.008,0.009,0.321,0.013,0.04,0.014,0.141,0.025,0.111
1950-1959,0.269,0.011,0.017,0.294,0.011,0.061,0.013,0.155,0.032,0.139
1960-1969,0.211,0.061,0.06,0.179,0.048,0.111,0.052,0.118,0.063,0.097
1970-1979,0.112,0.118,0.119,0.085,0.111,0.142,0.107,0.062,0.099,0.045
1980-1989,0.069,0.144,0.146,0.064,0.139,0.138,0.125,0.04,0.106,0.029
1990-1999,0.033,0.179,0.168,0.032,0.159,0.117,0.152,0.03,0.111,0.019
2000-2009,0.021,0.206,0.2,0.02,0.172,0.107,0.133,0.016,0.109,0.017
2010-2019,0.012,0.214,0.242,0.027,0.157,0.09,0.131,0.013,0.106,0.007
2020-2029,0.016,0.234,0.281,0.0,0.125,0.062,0.141,0.031,0.109,0.0
