,0,1,2,3,4,5,6,7,8,9
1920-1929,1870,10,823,15,138,11,12,20,939,858
1930-1939,1678,9,1510,9,137,8,18,37,903,771
1940-1949,2061,89,1822,68,175,59,76,149,821,659
1950-1959,1702,95,1559,55,212,60,65,188,992,657
1960-1969,2011,623,1470,543,722,432,500,514,1254,994
1970-1979,1403,1596,889,1304,1265,1148,1129,1092,628,723
1980-1989,752,1786,621,1445,1238,1250,1239,1228,412,474
1990-1999,368,1938,341,1714,1458,1429,1350,1351,252,361
2000-2009,258,2288,204,1953,1484,1627,1522,1414,207,299
2010-2019,113,1710,280,1626,1159,1243,1260,1043,77,163
2020-2029,2,28,3,25,17,15,14,18,2,3
Total,12218,10172,9522,8757,8005,7282,7185,7054,6487,5962
