,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,4,4,0,0,0,0,0,9,8,9,0,0,0,0,0,1,0,5,0,0
1930-1939,10,10,0,0,0,0,1,4,12,4,0,0,0,0,0,0,0,1,0,0
1940-1949,25,19,7,2,5,3,0,5,13,6,6,4,3,1,1,3,3,5,5,4
1950-1959,77,70,1,3,2,0,2,27,41,43,3,2,1,2,8,5,4,13,5,8
1960-1969,100,72,29,43,25,21,39,69,64,102,25,30,22,17,37,20,12,29,7,24
1970-1979,94,81,111,123,91,111,108,62,50,64,106,96,66,82,66,77,48,35,34,20
1980-1989,103,135,247,210,189,201,179,56,63,68,194,169,116,127,111,99,77,29,58,33
1990-1999,88,94,429,336,311,332,319,41,54,81,257,258,205,227,159,171,153,48,99,50
2000-2009,71,43,623,316,375,299,334,36,49,55,265,318,249,219,155,158,142,41,69,37
2010-2019,26,76,497,250,244,176,228,13,20,21,169,183,134,139,91,140,103,26,48,34
2020-2029,1,1,6,4,5,0,0,0,0,0,2,0,3,1,3,1,1,0,0,0
Total,599,605,1950,1287,1247,1143,1210,322,374,453,1027,1060,799,815,631,675,543,232,325,210
