,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.355,0.182,0.001,0.002,0.001,0.002,0.005,0.142,0.145,0.102,0.001,0.001,0.002,0.002,0.003,0.008,0.001,0.041,0.001,0.004
1930-1939,0.275,0.308,0.0,0.002,0.001,0.0,0.005,0.13,0.114,0.102,0.001,0.001,0.001,0.001,0.005,0.007,0.001,0.036,0.003,0.005
1940-1949,0.281,0.316,0.009,0.007,0.004,0.006,0.007,0.097,0.086,0.087,0.007,0.004,0.004,0.005,0.02,0.008,0.003,0.028,0.013,0.008
1950-1959,0.236,0.285,0.008,0.011,0.006,0.002,0.015,0.091,0.115,0.109,0.008,0.006,0.005,0.007,0.028,0.01,0.004,0.027,0.013,0.014
1960-1969,0.163,0.173,0.028,0.038,0.027,0.033,0.035,0.082,0.078,0.09,0.033,0.026,0.022,0.025,0.041,0.025,0.015,0.025,0.022,0.019
1970-1979,0.086,0.083,0.071,0.073,0.058,0.071,0.062,0.041,0.037,0.04,0.059,0.048,0.047,0.045,0.049,0.038,0.03,0.019,0.027,0.016
1980-1989,0.056,0.063,0.088,0.076,0.075,0.075,0.063,0.021,0.027,0.028,0.086,0.062,0.051,0.055,0.048,0.043,0.031,0.015,0.022,0.013
1990-1999,0.027,0.031,0.111,0.086,0.087,0.084,0.079,0.018,0.018,0.019,0.082,0.074,0.06,0.054,0.042,0.04,0.037,0.015,0.025,0.011
2000-2009,0.018,0.02,0.154,0.091,0.098,0.08,0.079,0.01,0.01,0.013,0.073,0.082,0.058,0.053,0.038,0.045,0.04,0.013,0.017,0.01
2010-2019,0.012,0.027,0.166,0.097,0.094,0.073,0.085,0.005,0.005,0.009,0.077,0.074,0.061,0.051,0.038,0.043,0.041,0.011,0.02,0.011
2020-2029,0.0,0.0,0.219,0.031,0.156,0.062,0.078,0.031,0.016,0.0,0.125,0.078,0.031,0.031,0.016,0.094,0.016,0.0,0.016,0.0
Total,0.134,0.136,0.068,0.053,0.05,0.048,0.048,0.058,0.057,0.056,0.047,0.041,0.034,0.033,0.034,0.029,0.022,0.022,0.018,0.012
