,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.001,0.041,0.001,0.005,0.002,0.003,0.004,0.008,0.002,0.001,0.102,0.355,0.145,0.001,0.002,0.142,0.001,0.001,0.002,0.182
1930-1939,0.001,0.036,0.001,0.005,0.002,0.005,0.005,0.007,0.0,0.001,0.102,0.275,0.114,0.001,0.001,0.13,0.0,0.003,0.001,0.308
1940-1949,0.004,0.028,0.003,0.007,0.007,0.02,0.008,0.008,0.006,0.004,0.087,0.281,0.086,0.007,0.004,0.097,0.009,0.013,0.005,0.316
1950-1959,0.006,0.027,0.004,0.015,0.011,0.028,0.014,0.01,0.002,0.006,0.109,0.236,0.115,0.008,0.005,0.091,0.008,0.013,0.007,0.285
1960-1969,0.026,0.025,0.015,0.035,0.038,0.041,0.019,0.025,0.033,0.027,0.09,0.163,0.078,0.033,0.022,0.082,0.028,0.022,0.025,0.173
1970-1979,0.048,0.019,0.03,0.062,0.073,0.049,0.016,0.038,0.071,0.058,0.04,0.086,0.037,0.059,0.047,0.041,0.071,0.027,0.045,0.083
1980-1989,0.062,0.015,0.031,0.063,0.076,0.048,0.013,0.043,0.075,0.075,0.028,0.056,0.027,0.086,0.051,0.021,0.088,0.022,0.055,0.063
1990-1999,0.074,0.015,0.037,0.079,0.086,0.042,0.011,0.04,0.084,0.087,0.019,0.027,0.018,0.082,0.06,0.018,0.111,0.025,0.054,0.031
2000-2009,0.082,0.013,0.04,0.079,0.091,0.038,0.01,0.045,0.08,0.098,0.013,0.018,0.01,0.073,0.058,0.01,0.154,0.017,0.053,0.02
2010-2019,0.074,0.011,0.041,0.085,0.097,0.038,0.011,0.043,0.073,0.094,0.009,0.012,0.005,0.077,0.061,0.005,0.166,0.02,0.051,0.027
2020-2029,0.078,0.0,0.016,0.078,0.031,0.016,0.0,0.094,0.062,0.156,0.0,0.0,0.016,0.125,0.031,0.031,0.219,0.016,0.031,0.0
Total,0.041,0.021,0.02,0.047,0.047,0.03,0.01,0.033,0.044,0.055,0.054,0.137,0.059,0.05,0.031,0.061,0.078,0.016,0.03,0.135
