,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.225,0.2,0.225,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.125,0.0,0.0
1930-1939,0.238,0.238,0.0,0.0,0.0,0.0,0.024,0.095,0.286,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0
1940-1949,0.208,0.158,0.058,0.017,0.042,0.025,0.0,0.042,0.108,0.05,0.05,0.033,0.025,0.008,0.008,0.025,0.025,0.042,0.042,0.033
1950-1959,0.243,0.221,0.003,0.009,0.006,0.0,0.006,0.085,0.129,0.136,0.009,0.006,0.003,0.006,0.025,0.016,0.013,0.041,0.016,0.025
1960-1969,0.127,0.091,0.037,0.055,0.032,0.027,0.05,0.088,0.081,0.13,0.032,0.038,0.028,0.022,0.047,0.025,0.015,0.037,0.009,0.03
1970-1979,0.062,0.053,0.073,0.081,0.06,0.073,0.071,0.041,0.033,0.042,0.07,0.063,0.043,0.054,0.043,0.05,0.031,0.023,0.022,0.013
1980-1989,0.042,0.055,0.1,0.085,0.077,0.082,0.073,0.023,0.026,0.028,0.079,0.069,0.047,0.052,0.045,0.04,0.031,0.012,0.024,0.013
1990-1999,0.024,0.025,0.116,0.091,0.084,0.089,0.086,0.011,0.015,0.022,0.069,0.07,0.055,0.061,0.043,0.046,0.041,0.013,0.027,0.013
2000-2009,0.018,0.011,0.162,0.082,0.097,0.078,0.087,0.009,0.013,0.014,0.069,0.083,0.065,0.057,0.04,0.041,0.037,0.011,0.018,0.01
2010-2019,0.01,0.029,0.19,0.095,0.093,0.067,0.087,0.005,0.008,0.008,0.065,0.07,0.051,0.053,0.035,0.053,0.039,0.01,0.018,0.013
2020-2029,0.036,0.036,0.214,0.143,0.179,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.107,0.036,0.107,0.036,0.036,0.0,0.0,0.0
Total,0.101,0.093,0.087,0.06,0.061,0.04,0.044,0.057,0.082,0.068,0.047,0.039,0.039,0.032,0.036,0.033,0.024,0.031,0.016,0.014
