,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960-1969,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.333,0.0,0.0,0.056,0.0,0.056,0.028,0.0,0.167,0.028,0.083
1970-1979,0.0,0.0,0.0,0.062,0.062,0.062,0.062,0.062,0.0,0.0,0.0,0.25,0.125,0.062,0.125,0.0,0.125,0.0,0.0,0.0
1980-1989,0.0,0.054,0.0,0.0,0.018,0.018,0.107,0.089,0.036,0.161,0.018,0.036,0.036,0.143,0.036,0.018,0.071,0.107,0.0,0.054
1990-1999,0.0,0.029,0.01,0.0,0.01,0.049,0.157,0.029,0.0,0.108,0.029,0.049,0.049,0.176,0.078,0.01,0.176,0.02,0.0,0.02
2000-2009,0.0,0.0,0.0,0.073,0.0,0.046,0.229,0.0,0.009,0.046,0.0,0.046,0.083,0.183,0.028,0.018,0.165,0.009,0.0,0.064
2010-2019,0.0,0.013,0.0,0.02,0.0,0.047,0.228,0.0,0.007,0.04,0.027,0.007,0.06,0.154,0.007,0.0,0.362,0.0,0.0,0.027
2020-2029,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Total,0.003,0.014,0.001,0.101,0.01,0.025,0.143,0.042,0.117,0.076,0.008,0.099,0.045,0.08,0.037,0.008,0.128,0.034,0.003,0.028
