,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,157,2804,223,1407,211,125,81,377,228,244,1169,1573,179,128,46,278,399,389,48,116
1930-1939,77,1127,145,725,94,45,65,278,162,162,979,721,185,34,31,166,286,218,36,70
1940-1949,606,4321,774,3263,389,344,202,1544,955,397,2766,2414,1063,508,109,680,1015,1181,182,405
1950-1959,1278,6238,1909,7977,1692,627,555,3429,2038,1408,3442,5560,2847,1073,292,1919,2769,3095,311,880
1960-1969,2338,4763,3008,7168,3478,1195,929,4586,5687,1539,2201,5002,2906,1958,791,2589,3713,4650,620,2228
1970-1979,1313,3138,4559,6273,4091,1801,1726,4301,6351,1340,1375,2993,2288,3054,1286,2907,5798,5420,922,2947
1980-1989,1859,1650,4908,4169,2844,2391,2295,4141,3740,1160,726,1368,1512,2827,1037,2551,6398,4018,1631,3377
1990-1999,1293,651,2564,2817,2153,1474,2542,2949,1487,563,288,836,911,2310,1149,2014,6380,2289,861,2324
2000-2009,1593,534,2016,2235,1318,2206,4886,3087,1059,475,394,670,904,2058,1430,2410,9630,2421,1480,2802
2010-2019,831,280,1288,952,266,1726,2093,1060,373,200,141,202,217,624,517,1080,4217,912,472,1364
2020-2029,4,3,16,7,2,46,44,24,8,0,0,10,2,54,3,0,75,5,2,53
Total,11349,25509,21410,36993,16538,11980,15418,25776,22088,7488,13481,21349,13014,14628,6691,16594,40680,24598,6565,16566
