,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.012,0.222,0.023,0.136,0.014,0.007,0.007,0.044,0.014,0.029,0.154,0.148,0.034,0.014,0.005,0.037,0.043,0.038,0.007,0.012
1930-1939,0.014,0.231,0.029,0.127,0.013,0.012,0.009,0.051,0.021,0.032,0.129,0.137,0.029,0.015,0.003,0.04,0.052,0.035,0.006,0.015
1940-1949,0.015,0.162,0.03,0.136,0.022,0.009,0.011,0.059,0.037,0.032,0.147,0.125,0.05,0.017,0.008,0.03,0.043,0.043,0.006,0.017
1950-1959,0.021,0.124,0.038,0.147,0.044,0.006,0.01,0.069,0.048,0.035,0.073,0.11,0.067,0.021,0.005,0.029,0.051,0.071,0.007,0.022
1960-1969,0.027,0.083,0.047,0.112,0.059,0.013,0.021,0.075,0.09,0.025,0.035,0.083,0.054,0.038,0.012,0.041,0.063,0.076,0.01,0.035
1970-1979,0.023,0.043,0.073,0.101,0.055,0.028,0.029,0.072,0.108,0.025,0.016,0.048,0.045,0.051,0.021,0.041,0.085,0.075,0.014,0.047
1980-1989,0.029,0.029,0.083,0.079,0.047,0.033,0.043,0.075,0.082,0.025,0.013,0.024,0.038,0.06,0.018,0.051,0.118,0.072,0.029,0.053
1990-1999,0.037,0.017,0.09,0.084,0.031,0.045,0.065,0.084,0.051,0.017,0.01,0.018,0.018,0.067,0.024,0.046,0.163,0.058,0.027,0.049
2000-2009,0.029,0.018,0.053,0.06,0.025,0.06,0.089,0.062,0.027,0.011,0.007,0.014,0.013,0.05,0.024,0.062,0.238,0.052,0.054,0.054
2010-2019,0.033,0.016,0.053,0.049,0.019,0.071,0.112,0.074,0.027,0.007,0.006,0.009,0.016,0.031,0.021,0.088,0.224,0.045,0.034,0.064
2020-2029,0.08,0.0,0.129,0.031,0.013,0.075,0.059,0.082,0.005,0.01,0.0,0.008,0.031,0.026,0.003,0.021,0.235,0.031,0.108,0.054
Total,0.027,0.061,0.063,0.095,0.04,0.032,0.044,0.071,0.065,0.023,0.034,0.052,0.037,0.045,0.017,0.048,0.118,0.063,0.023,0.043
