,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.015,0.275,0.022,0.138,0.021,0.012,0.008,0.037,0.022,0.024,0.115,0.154,0.018,0.013,0.005,0.027,0.039,0.038,0.005,0.011
1930-1939,0.014,0.201,0.026,0.129,0.017,0.008,0.012,0.05,0.029,0.029,0.175,0.129,0.033,0.006,0.006,0.03,0.051,0.039,0.006,0.012
1940-1949,0.026,0.187,0.033,0.141,0.017,0.015,0.009,0.067,0.041,0.017,0.12,0.104,0.046,0.022,0.005,0.029,0.044,0.051,0.008,0.018
1950-1959,0.026,0.126,0.039,0.162,0.034,0.013,0.011,0.069,0.041,0.029,0.07,0.113,0.058,0.022,0.006,0.039,0.056,0.063,0.006,0.018
1960-1969,0.038,0.078,0.049,0.117,0.057,0.019,0.015,0.075,0.093,0.025,0.036,0.082,0.047,0.032,0.013,0.042,0.061,0.076,0.01,0.036
1970-1979,0.021,0.049,0.071,0.098,0.064,0.028,0.027,0.067,0.099,0.021,0.022,0.047,0.036,0.048,0.02,0.046,0.091,0.085,0.014,0.046
1980-1989,0.034,0.03,0.09,0.076,0.052,0.044,0.042,0.076,0.068,0.021,0.013,0.025,0.028,0.052,0.019,0.047,0.117,0.074,0.03,0.062
1990-1999,0.034,0.017,0.068,0.074,0.057,0.039,0.067,0.078,0.039,0.015,0.008,0.022,0.024,0.061,0.03,0.053,0.169,0.06,0.023,0.061
2000-2009,0.037,0.012,0.046,0.051,0.03,0.051,0.112,0.071,0.024,0.011,0.009,0.015,0.021,0.047,0.033,0.055,0.221,0.056,0.034,0.064
2010-2019,0.044,0.015,0.068,0.051,0.014,0.092,0.111,0.056,0.02,0.011,0.007,0.011,0.012,0.033,0.027,0.057,0.224,0.048,0.025,0.072
2020-2029,0.011,0.008,0.045,0.02,0.006,0.128,0.123,0.067,0.022,0.0,0.0,0.028,0.006,0.151,0.008,0.0,0.209,0.014,0.006,0.148
Total,0.031,0.069,0.058,0.1,0.045,0.032,0.042,0.07,0.06,0.02,0.037,0.058,0.035,0.04,0.018,0.045,0.11,0.067,0.018,0.045
