,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,424,8405,736,4648,499,373,263,1478,676,817,5339,5078,528,376,162,1323,1470,1416,116,416
1930-1939,588,9217,1125,5962,636,506,333,2128,916,1243,8141,7021,1284,599,357,1503,2009,2300,251,670
1940-1949,926,7697,1404,5594,549,511,382,2307,1151,906,4466,4634,1603,668,116,1336,1839,2423,263,629
1950-1959,1267,4491,1674,6797,1116,544,440,3142,1940,1209,3121,5091,3293,984,150,1823,2387,3293,271,748
1960-1969,1790,4664,3511,8061,3593,782,1172,4459,4680,1544,2567,5005,3331,1893,906,2457,4490,4961,689,2142
1970-1979,2298,3213,5663,7204,3930,1505,1995,5830,6655,1823,1335,4029,2835,3552,1403,3207,6721,5616,1294,3360
1980-1989,2173,2198,6412,5884,3662,2388,2597,5367,5108,1570,1011,1852,3372,3684,1389,2843,8805,4447,1674,3575
1990-1999,2126,1245,5094,4700,2303,3535,4876,4867,2768,1110,593,1100,1412,4012,2503,3350,11989,4350,1858,3268
2000-2009,1604,822,3211,3223,1542,2916,5174,3577,1739,732,368,671,1063,2298,1486,3182,13210,3069,2814,3013
2010-2019,1531,711,2856,1938,551,3329,6939,3143,1280,582,486,671,774,1306,1049,2489,10876,2209,2276,2739
2020-2029,94,12,50,25,2,118,144,40,20,14,2,3,10,20,11,33,270,41,72,57
Total,14821,42675,31736,54036,18383,16507,24315,36338,26933,11550,27429,35155,19505,19392,9532,23546,64066,34125,11578,20617
