,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.014,0.033,0.02,0.005,0.041,0.029,0.046,0.022,0.119,0.007,0.02,0.004,0.045,0.016,0.013,0.266,0.125,0.01,0.156,0.011
1930-1939,0.014,0.031,0.018,0.004,0.049,0.026,0.048,0.025,0.183,0.008,0.031,0.004,0.046,0.016,0.011,0.19,0.13,0.013,0.141,0.01
1940-1949,0.018,0.034,0.029,0.005,0.045,0.023,0.057,0.031,0.147,0.011,0.052,0.005,0.052,0.025,0.021,0.172,0.132,0.016,0.114,0.013
1950-1959,0.044,0.033,0.045,0.005,0.055,0.039,0.075,0.044,0.073,0.011,0.059,0.009,0.071,0.024,0.018,0.108,0.153,0.019,0.105,0.01
1960-1969,0.069,0.037,0.083,0.01,0.066,0.024,0.07,0.056,0.041,0.019,0.043,0.014,0.084,0.025,0.037,0.068,0.141,0.03,0.071,0.014
1970-1979,0.053,0.041,0.107,0.018,0.09,0.026,0.078,0.077,0.02,0.031,0.034,0.02,0.082,0.026,0.047,0.035,0.1,0.054,0.04,0.022
1980-1989,0.053,0.052,0.08,0.024,0.121,0.022,0.073,0.083,0.018,0.041,0.042,0.017,0.075,0.028,0.065,0.027,0.079,0.042,0.025,0.032
1990-1999,0.031,0.051,0.043,0.027,0.19,0.019,0.087,0.077,0.009,0.055,0.019,0.031,0.061,0.035,0.05,0.016,0.077,0.065,0.02,0.037
2000-2009,0.025,0.052,0.026,0.057,0.251,0.012,0.066,0.047,0.007,0.099,0.015,0.027,0.048,0.025,0.049,0.017,0.055,0.047,0.014,0.06
2010-2019,0.016,0.056,0.023,0.056,0.243,0.013,0.058,0.051,0.007,0.139,0.012,0.02,0.05,0.029,0.054,0.014,0.045,0.033,0.013,0.066
2020-2029,0.016,0.0,0.005,0.147,0.125,0.0,0.136,0.038,0.0,0.071,0.0,0.005,0.049,0.065,0.152,0.0,0.043,0.005,0.016,0.125
Total,0.032,0.038,0.044,0.032,0.116,0.021,0.072,0.05,0.057,0.045,0.03,0.014,0.06,0.029,0.047,0.083,0.098,0.03,0.065,0.036
