,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,658,11174,930,5232,573,456,296,1941,821,1218,5014,6548,827,411,161,1368,1717,1890,220,556
1930-1939,973,11277,1471,7678,800,593,471,2828,1091,1550,10829,8323,1858,757,265,1853,2920,2750,254,675
1940-1949,1454,10141,1823,7779,1062,776,630,3344,1691,1367,8683,6731,3079,942,277,2025,2645,3100,275,1263
1950-1959,1026,4643,1882,6567,1896,446,480,3217,1939,1680,3129,4514,2527,802,365,1397,2378,3060,213,772
1960-1969,1876,5055,4194,10503,5128,1082,1387,5244,6181,1767,3026,5286,3237,2218,1035,2743,4906,6260,761,2797
1970-1979,2302,3117,6979,8980,4742,2027,2755,7032,9642,2341,1835,3617,3095,4840,1789,3690,8154,7420,1594,4200
1980-1989,1714,1662,5035,4762,3228,1954,2491,4434,4845,1357,1094,1516,2542,2560,1007,3159,7367,4537,1462,3927
1990-1999,2535,1157,5518,5489,2201,2624,3966,6209,3098,1358,663,1438,1351,4668,2235,3684,13600,4345,1925,3565
2000-2009,1984,1409,3798,4480,2059,4835,7974,5361,2120,983,576,1134,1181,3805,2202,4203,20264,3837,4572,3982
2010-2019,1849,913,3236,2867,992,4184,8766,3633,1445,837,430,830,784,2058,1289,3551,15307,3145,3514,3433
2020-2029,12,0,7,8,3,23,13,25,1,0,0,3,0,1,1,0,23,9,27,28
Total,16383,50548,34873,64345,22684,19000,29229,43268,32874,14458,35279,39940,20481,23062,10626,27673,79281,40353,14817,25198
