,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,69,1320,139,805,85,40,43,259,85,170,917,878,203,83,31,218,257,225,43,70
1930-1939,166,2700,344,1488,155,139,104,602,243,376,1504,1598,334,178,36,471,605,412,66,180
1940-1949,273,2951,552,2463,394,162,202,1078,670,590,2670,2272,910,306,140,552,787,778,107,305
1950-1959,403,2394,731,2836,858,120,186,1330,935,677,1400,2121,1301,414,106,558,984,1374,135,422
1960-1969,1040,3227,1812,4331,2295,503,823,2912,3467,982,1341,3223,2070,1454,454,1595,2436,2943,405,1335
1970-1979,1260,2355,4018,5505,2983,1511,1614,3950,5882,1358,873,2643,2447,2797,1141,2230,4677,4112,778,2582
1980-1989,1690,1683,4758,4515,2705,1892,2457,4329,4698,1414,768,1363,2196,3454,1025,2931,6759,4121,1660,3064
1990-1999,1344,618,3294,3098,1138,1669,2393,3102,1870,623,367,675,656,2455,878,1687,5981,2141,990,1791
2000-2009,936,564,1704,1923,803,1920,2871,1982,861,367,232,453,417,1603,773,1990,7662,1663,1730,1737
2010-2019,701,336,1140,1054,412,1522,2394,1582,575,142,127,184,349,664,439,1866,4776,958,728,1362
2020-2029,31,0,50,12,5,29,23,32,2,4,0,3,12,10,1,8,91,12,42,21
Total,7913,18148,18542,28030,11833,9507,13110,21158,19288,6703,10199,15413,10895,13418,5024,14106,35015,18739,6684,12869
