,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.016,0.266,0.022,0.125,0.014,0.011,0.007,0.046,0.02,0.029,0.119,0.156,0.02,0.01,0.004,0.033,0.041,0.045,0.005,0.013
1930-1939,0.016,0.19,0.025,0.13,0.014,0.01,0.008,0.048,0.018,0.026,0.183,0.141,0.031,0.013,0.004,0.031,0.049,0.046,0.004,0.011
1940-1949,0.025,0.172,0.031,0.132,0.018,0.013,0.011,0.057,0.029,0.023,0.147,0.114,0.052,0.016,0.005,0.034,0.045,0.052,0.005,0.021
1950-1959,0.024,0.108,0.044,0.153,0.044,0.01,0.011,0.075,0.045,0.039,0.073,0.105,0.059,0.019,0.009,0.033,0.055,0.071,0.005,0.018
1960-1969,0.025,0.068,0.056,0.141,0.069,0.014,0.019,0.07,0.083,0.024,0.041,0.071,0.043,0.03,0.014,0.037,0.066,0.084,0.01,0.037
1970-1979,0.026,0.035,0.077,0.1,0.053,0.022,0.031,0.078,0.107,0.026,0.02,0.04,0.034,0.054,0.02,0.041,0.09,0.082,0.018,0.047
1980-1989,0.028,0.027,0.083,0.079,0.053,0.032,0.041,0.073,0.08,0.022,0.018,0.025,0.042,0.042,0.017,0.052,0.121,0.075,0.024,0.065
1990-1999,0.035,0.016,0.077,0.077,0.031,0.037,0.055,0.087,0.043,0.019,0.009,0.02,0.019,0.065,0.031,0.051,0.19,0.061,0.027,0.05
2000-2009,0.025,0.017,0.047,0.055,0.025,0.06,0.099,0.066,0.026,0.012,0.007,0.014,0.015,0.047,0.027,0.052,0.251,0.048,0.057,0.049
2010-2019,0.029,0.014,0.051,0.045,0.016,0.066,0.139,0.058,0.023,0.013,0.007,0.013,0.012,0.033,0.02,0.056,0.243,0.05,0.056,0.054
2020-2029,0.065,0.0,0.038,0.043,0.016,0.125,0.071,0.136,0.005,0.0,0.0,0.016,0.0,0.005,0.005,0.0,0.125,0.049,0.147,0.152
Total,0.025,0.078,0.054,0.1,0.035,0.029,0.045,0.067,0.051,0.022,0.055,0.062,0.032,0.036,0.016,0.043,0.123,0.063,0.023,0.039
