,0,1,2,3,4,5,6,7,8,9
1920-1929,0.667,0.0,0.0,0.111,0.0,0.222,0.0,0.0,0.0,0.0
1930-1939,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0
1940-1949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1950-1959,0.444,0.0,0.111,0.0,0.222,0.111,0.111,0.0,0.0,0.0
1960-1969,0.151,0.122,0.015,0.083,0.005,0.356,0.104,0.064,0.011,0.09
1970-1979,0.093,0.19,0.021,0.1,0.007,0.192,0.168,0.083,0.017,0.13
1980-1989,0.088,0.19,0.042,0.113,0.028,0.125,0.151,0.103,0.026,0.135
1990-1999,0.098,0.098,0.153,0.073,0.116,0.086,0.111,0.086,0.114,0.066
2000-2009,0.042,0.02,0.287,0.012,0.271,0.021,0.095,0.033,0.193,0.026
2010-2019,0.019,0.007,0.35,0.01,0.337,0.007,0.056,0.037,0.152,0.023
2020-2029,0.015,0.0,0.403,0.03,0.328,0.03,0.03,0.045,0.119,0.0
Total,0.202,0.057,0.126,0.048,0.12,0.214,0.075,0.05,0.067,0.043
