,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.667,0.0,0.111
1930-1939,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.6,0.1,0.0
1940-1949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.111,0.222,0.111,0.111,0.0,0.0,0.0,0.444,0.0,0.0
1960-1969,0.015,0.005,0.104,0.356,0.122,0.011,0.09,0.151,0.064,0.083
1970-1979,0.021,0.007,0.168,0.192,0.19,0.017,0.13,0.093,0.083,0.1
1980-1989,0.042,0.028,0.151,0.125,0.19,0.026,0.135,0.088,0.103,0.113
1990-1999,0.153,0.116,0.111,0.086,0.098,0.114,0.066,0.098,0.086,0.073
2000-2009,0.287,0.271,0.095,0.021,0.02,0.193,0.026,0.042,0.033,0.012
2010-2019,0.35,0.337,0.056,0.007,0.007,0.152,0.023,0.019,0.037,0.01
2020-2029,0.403,0.328,0.03,0.03,0.0,0.119,0.0,0.015,0.045,0.03
Total,0.155,0.138,0.115,0.109,0.105,0.089,0.079,0.076,0.069,0.065
