,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.222,0.222,0.222,0.167,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.028
1930-1939,0.0,0.312,0.031,0.438,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.0,0.469,0.061,0.163,0.163,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.0,0.353,0.065,0.134,0.219,0.0,0.0,0.02,0.0,0.005,0.05,0.0,0.01,0.095,0.0,0.01,0.0,0.0,0.0,0.04
1960-1969,0.0,0.212,0.038,0.198,0.217,0.0,0.0,0.019,0.0,0.008,0.058,0.0,0.025,0.176,0.005,0.003,0.0,0.0,0.0,0.041
1970-1979,0.0,0.19,0.026,0.204,0.212,0.0,0.0,0.022,0.004,0.018,0.055,0.0,0.04,0.182,0.007,0.004,0.0,0.0,0.0,0.036
1980-1989,0.0,0.232,0.02,0.164,0.201,0.0,0.003,0.017,0.0,0.024,0.065,0.003,0.034,0.15,0.034,0.003,0.0,0.0,0.0,0.048
1990-1999,0.0,0.178,0.022,0.189,0.196,0.0,0.0,0.015,0.0,0.015,0.069,0.004,0.044,0.178,0.044,0.0,0.0,0.0,0.0,0.047
2000-2009,0.0,0.244,0.018,0.151,0.196,0.0,0.0,0.013,0.0,0.004,0.076,0.0,0.036,0.164,0.044,0.013,0.0,0.0,0.0,0.04
2010-2019,0.0,0.266,0.038,0.152,0.152,0.0,0.0,0.013,0.0,0.013,0.101,0.013,0.025,0.127,0.076,0.0,0.0,0.0,0.0,0.025
2020-2029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.0,0.238,0.036,0.181,0.203,0.0,0.001,0.017,0.001,0.013,0.061,0.002,0.03,0.154,0.023,0.004,0.0,0.0,0.0,0.039
