,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,8,8,8,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1
1930-1939,0,10,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,23,3,8,8,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0
1950-1959,0,71,13,27,44,0,0,4,0,1,10,0,2,19,0,2,0,0,0,8
1960-1969,0,77,14,72,79,0,0,7,0,3,21,0,9,64,2,1,0,0,0,15
1970-1979,0,52,7,56,58,0,0,6,1,5,15,0,11,50,2,1,0,0,0,10
1980-1989,0,68,6,48,59,0,1,5,0,7,19,1,10,44,10,1,0,0,0,14
1990-1999,0,49,6,52,54,0,0,4,0,4,19,1,12,49,12,0,0,0,0,13
2000-2009,0,55,4,34,44,0,0,3,0,1,17,0,8,37,10,3,0,0,0,9
2010-2019,0,21,3,12,12,0,0,1,0,1,8,1,2,10,6,0,0,0,0,2
2020-2029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,435,65,331,371,0,1,31,1,23,111,3,54,281,42,8,0,0,0,72
