,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,1119,148,596,310,0,1,9,1,11,56,0,3,45,1,11,0,0,0,62
1930-1939,0,1088,199,675,339,0,0,15,0,8,52,0,12,60,4,15,0,0,0,76
1940-1949,0,940,99,525,342,0,0,12,0,10,62,1,9,59,2,5,0,0,0,63
1950-1959,0,701,94,526,442,1,0,20,0,17,80,1,16,130,3,6,0,0,0,91
1960-1969,0,692,87,594,501,0,0,54,0,15,103,3,24,282,3,4,0,0,0,82
1970-1979,0,378,39,348,284,0,0,33,0,10,80,2,44,144,7,11,0,0,0,64
1980-1989,0,192,16,126,138,0,0,20,0,7,48,0,27,97,13,6,0,0,0,39
1990-1999,0,95,11,64,102,1,0,2,0,7,25,1,17,63,9,5,0,0,0,15
2000-2009,0,68,14,35,45,0,0,2,0,4,25,3,17,38,6,1,0,0,0,11
2010-2019,0,36,8,19,19,0,0,1,0,3,9,0,6,12,4,2,0,0,0,8
2020-2029,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Total,0,5309,715,3508,2523,2,1,168,1,92,540,11,177,930,52,66,0,0,0,511
