,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.0,0.75,0.0,0.0,0.25
1960-1969,0.0,0.588,0.193,0.034,0.184
1970-1979,0.01,0.368,0.31,0.052,0.26
1980-1989,0.004,0.267,0.375,0.079,0.275
1990-1999,0.023,0.238,0.346,0.138,0.256
2000-2009,0.105,0.2,0.171,0.371,0.152
2010-2019,0.182,0.091,0.364,0.091,0.273
2020-2029,,,,,
Total,0.046,0.357,0.251,0.109,0.236
