,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
1960-1969,0.165,0.08,0.19,0.0,0.04,0.267,0.149,0.003,0.098,0.009
1970-1979,0.217,0.071,0.162,0.001,0.013,0.174,0.189,0.002,0.159,0.013
1980-1989,0.263,0.085,0.113,0.001,0.016,0.143,0.186,0.001,0.177,0.017
1990-1999,0.213,0.12,0.105,0.003,0.04,0.152,0.141,0.006,0.167,0.053
2000-2009,0.111,0.144,0.083,0.0,0.106,0.171,0.028,0.037,0.069,0.25
2010-2019,0.088,0.158,0.035,0.0,0.123,0.211,0.0,0.105,0.07,0.211
2020-2029,,,,,,,,,,
Total,0.187,0.094,0.134,0.001,0.048,0.195,0.135,0.022,0.106,0.079
