,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.037,0.013,0.001,0.003,0.003,0.037,0.002,0.013,0.048,0.017,0.043,0.016,0.005,0.002,0.009,0.01,0.013,0.012,0.004,0.053,0.032,0.013,0.002,0.038,0.033,0.007,0.012,0.003,0.01,0.002,0.011,0.02,0.027,0.002,0.001,0.003,0.013,0.013,0.02,0.012,0.008,0.006,0.005,0.005,0.079,0.007,0.249,0.004,0.006,0.015
1930-1939,0.046,0.008,0.002,0.007,0.003,0.041,0.001,0.013,0.024,0.021,0.046,0.019,0.003,0.003,0.004,0.017,0.013,0.022,0.001,0.065,0.033,0.018,0.001,0.054,0.044,0.014,0.007,0.006,0.012,0.005,0.036,0.021,0.022,0.002,0.002,0.009,0.018,0.012,0.037,0.014,0.006,0.008,0.005,0.001,0.05,0.013,0.164,0.002,0.006,0.017
1940-1949,0.052,0.012,0.002,0.009,0.006,0.045,0.002,0.018,0.023,0.024,0.044,0.021,0.008,0.001,0.004,0.018,0.018,0.025,0.004,0.019,0.05,0.006,0.002,0.055,0.038,0.013,0.007,0.006,0.013,0.004,0.027,0.013,0.028,0.001,0.003,0.004,0.019,0.012,0.046,0.021,0.011,0.008,0.006,0.007,0.065,0.007,0.142,0.007,0.007,0.017
1950-1959,0.051,0.017,0.003,0.005,0.004,0.052,0.002,0.022,0.018,0.024,0.05,0.019,0.009,0.003,0.008,0.018,0.019,0.022,0.004,0.023,0.046,0.014,0.004,0.029,0.046,0.017,0.008,0.008,0.016,0.004,0.039,0.018,0.032,0.003,0.004,0.005,0.023,0.015,0.027,0.027,0.01,0.01,0.01,0.006,0.075,0.007,0.098,0.004,0.006,0.017
1960-1969,0.04,0.02,0.007,0.003,0.006,0.048,0.002,0.037,0.01,0.027,0.035,0.018,0.015,0.007,0.007,0.028,0.022,0.023,0.006,0.007,0.048,0.014,0.004,0.016,0.046,0.022,0.01,0.01,0.02,0.011,0.028,0.024,0.031,0.007,0.005,0.009,0.039,0.018,0.021,0.025,0.014,0.012,0.019,0.007,0.059,0.014,0.058,0.007,0.006,0.027
1970-1979,0.025,0.025,0.013,0.003,0.008,0.038,0.002,0.04,0.006,0.026,0.026,0.018,0.016,0.011,0.007,0.016,0.031,0.024,0.006,0.005,0.045,0.013,0.008,0.012,0.056,0.025,0.007,0.013,0.022,0.013,0.022,0.024,0.031,0.012,0.007,0.01,0.05,0.026,0.017,0.029,0.012,0.015,0.025,0.009,0.056,0.019,0.031,0.01,0.005,0.032
1980-1989,0.012,0.028,0.012,0.003,0.019,0.029,0.001,0.023,0.004,0.023,0.012,0.016,0.016,0.011,0.009,0.026,0.034,0.019,0.01,0.003,0.051,0.014,0.021,0.008,0.056,0.026,0.007,0.025,0.012,0.01,0.017,0.028,0.03,0.016,0.011,0.02,0.043,0.041,0.017,0.035,0.01,0.012,0.03,0.004,0.051,0.017,0.022,0.017,0.006,0.031
1990-1999,0.01,0.025,0.022,0.001,0.016,0.027,0.001,0.014,0.003,0.021,0.009,0.017,0.008,0.009,0.006,0.025,0.019,0.016,0.013,0.002,0.057,0.008,0.024,0.008,0.075,0.022,0.005,0.033,0.016,0.01,0.012,0.025,0.041,0.014,0.018,0.027,0.042,0.057,0.012,0.039,0.011,0.011,0.04,0.002,0.048,0.012,0.014,0.018,0.005,0.028
2000-2009,0.009,0.032,0.021,0.0,0.017,0.021,0.001,0.008,0.002,0.016,0.007,0.014,0.007,0.003,0.007,0.024,0.012,0.023,0.033,0.002,0.046,0.007,0.027,0.006,0.071,0.018,0.008,0.066,0.011,0.009,0.013,0.024,0.036,0.012,0.02,0.033,0.032,0.089,0.008,0.041,0.01,0.01,0.021,0.003,0.044,0.013,0.011,0.024,0.004,0.025
2010-2019,0.008,0.024,0.02,0.002,0.013,0.02,0.001,0.008,0.002,0.013,0.006,0.013,0.006,0.003,0.006,0.027,0.015,0.028,0.029,0.002,0.04,0.006,0.013,0.009,0.064,0.025,0.004,0.051,0.009,0.007,0.008,0.019,0.041,0.019,0.035,0.039,0.029,0.092,0.006,0.041,0.013,0.007,0.005,0.003,0.047,0.009,0.01,0.073,0.004,0.024
2020-2029,0.006,0.017,0.003,0.0,0.011,0.02,0.0,0.0,0.006,0.0,0.003,0.008,0.0,0.0,0.0,0.008,0.003,0.028,0.011,0.0,0.05,0.003,0.0,0.003,0.014,0.0,0.0,0.106,0.087,0.034,0.011,0.003,0.014,0.0,0.006,0.067,0.02,0.223,0.008,0.014,0.02,0.003,0.0,0.0,0.017,0.0,0.036,0.137,0.0,0.003
Total,0.027,0.023,0.011,0.003,0.011,0.037,0.001,0.024,0.009,0.023,0.025,0.017,0.011,0.007,0.007,0.022,0.022,0.022,0.011,0.01,0.047,0.012,0.012,0.017,0.055,0.021,0.008,0.023,0.016,0.009,0.022,0.023,0.033,0.01,0.011,0.016,0.036,0.038,0.019,0.031,0.011,0.011,0.021,0.005,0.057,0.013,0.053,0.015,0.005,0.026
