,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.013,0.004,0.007,0.002,0.037,0.011,0.033,0.002,0.043,0.048,0.013,0.005,0.012,0.008,0.005,0.016,0.249,0.001,0.013,0.002,0.003,0.012,0.017,0.02,0.032,0.038,0.013,0.001,0.007,0.027,0.037,0.002,0.01,0.003,0.079,0.006,0.02,0.003,0.013,0.013,0.012,0.002,0.053,0.004,0.005,0.01,0.015,0.009,0.006,0.003
1930-1939,0.013,0.001,0.014,0.001,0.041,0.036,0.044,0.002,0.046,0.024,0.018,0.005,0.007,0.006,0.001,0.019,0.164,0.002,0.012,0.005,0.003,0.022,0.021,0.021,0.033,0.054,0.008,0.002,0.013,0.022,0.046,0.001,0.012,0.006,0.05,0.008,0.037,0.009,0.013,0.018,0.014,0.003,0.065,0.002,0.003,0.017,0.017,0.004,0.006,0.007
1940-1949,0.018,0.004,0.013,0.002,0.045,0.027,0.038,0.001,0.044,0.023,0.019,0.006,0.007,0.011,0.007,0.021,0.142,0.003,0.012,0.004,0.006,0.025,0.024,0.013,0.05,0.055,0.012,0.002,0.007,0.028,0.052,0.002,0.013,0.006,0.065,0.008,0.046,0.004,0.018,0.006,0.021,0.001,0.019,0.007,0.008,0.018,0.017,0.004,0.007,0.009
1950-1959,0.019,0.004,0.017,0.002,0.052,0.039,0.046,0.003,0.05,0.018,0.023,0.01,0.008,0.01,0.006,0.019,0.098,0.004,0.015,0.004,0.004,0.022,0.024,0.018,0.046,0.029,0.017,0.003,0.007,0.032,0.051,0.004,0.016,0.008,0.075,0.01,0.027,0.005,0.022,0.014,0.027,0.003,0.023,0.004,0.009,0.018,0.017,0.008,0.006,0.005
1960-1969,0.022,0.006,0.022,0.002,0.048,0.028,0.046,0.007,0.035,0.01,0.039,0.019,0.01,0.014,0.007,0.018,0.058,0.005,0.018,0.011,0.006,0.023,0.027,0.024,0.048,0.016,0.02,0.007,0.014,0.031,0.04,0.004,0.02,0.01,0.059,0.012,0.021,0.009,0.037,0.014,0.025,0.007,0.007,0.007,0.015,0.028,0.027,0.007,0.006,0.003
1970-1979,0.031,0.006,0.025,0.002,0.038,0.022,0.056,0.012,0.026,0.006,0.05,0.025,0.007,0.012,0.009,0.018,0.031,0.007,0.026,0.013,0.008,0.024,0.026,0.024,0.045,0.012,0.025,0.013,0.019,0.031,0.025,0.008,0.022,0.013,0.056,0.015,0.017,0.01,0.04,0.013,0.029,0.011,0.005,0.01,0.016,0.016,0.032,0.007,0.005,0.003
1980-1989,0.034,0.01,0.026,0.001,0.029,0.017,0.056,0.016,0.012,0.004,0.043,0.03,0.007,0.01,0.004,0.016,0.022,0.011,0.041,0.01,0.019,0.019,0.023,0.028,0.051,0.008,0.028,0.012,0.017,0.03,0.012,0.021,0.012,0.025,0.051,0.012,0.017,0.02,0.023,0.014,0.035,0.011,0.003,0.017,0.016,0.026,0.031,0.009,0.006,0.003
1990-1999,0.019,0.013,0.022,0.001,0.027,0.012,0.075,0.014,0.009,0.003,0.042,0.04,0.005,0.011,0.002,0.017,0.014,0.018,0.057,0.01,0.016,0.016,0.021,0.025,0.057,0.008,0.025,0.022,0.012,0.041,0.01,0.024,0.016,0.033,0.048,0.011,0.012,0.027,0.014,0.008,0.039,0.009,0.002,0.018,0.008,0.025,0.028,0.006,0.005,0.001
2000-2009,0.012,0.033,0.018,0.001,0.021,0.013,0.071,0.012,0.007,0.002,0.032,0.021,0.008,0.01,0.003,0.014,0.011,0.02,0.089,0.009,0.017,0.023,0.016,0.024,0.046,0.006,0.032,0.021,0.013,0.036,0.009,0.027,0.011,0.066,0.044,0.01,0.008,0.033,0.008,0.007,0.041,0.003,0.002,0.024,0.007,0.024,0.025,0.007,0.004,0.0
2010-2019,0.015,0.029,0.025,0.001,0.02,0.008,0.064,0.019,0.006,0.002,0.029,0.005,0.004,0.013,0.003,0.013,0.01,0.035,0.092,0.007,0.013,0.028,0.013,0.019,0.04,0.009,0.024,0.02,0.009,0.041,0.008,0.013,0.009,0.051,0.047,0.007,0.006,0.039,0.008,0.006,0.041,0.003,0.002,0.073,0.006,0.027,0.024,0.006,0.004,0.002
2020-2029,0.003,0.011,0.0,0.0,0.02,0.011,0.014,0.0,0.003,0.006,0.02,0.0,0.0,0.02,0.0,0.008,0.036,0.006,0.223,0.034,0.011,0.028,0.0,0.003,0.05,0.003,0.017,0.003,0.0,0.014,0.006,0.0,0.087,0.106,0.017,0.003,0.008,0.067,0.0,0.003,0.014,0.0,0.0,0.137,0.0,0.008,0.003,0.0,0.0,0.0
Total,0.018,0.011,0.017,0.001,0.034,0.02,0.049,0.008,0.025,0.013,0.03,0.015,0.007,0.011,0.004,0.016,0.076,0.01,0.054,0.01,0.01,0.022,0.019,0.02,0.045,0.022,0.02,0.01,0.011,0.03,0.027,0.01,0.021,0.03,0.054,0.009,0.02,0.021,0.018,0.01,0.027,0.005,0.016,0.028,0.008,0.02,0.021,0.006,0.005,0.003
