,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,373,137,14,33,31,381,20,132,489,170,435,160,49,23,91,104,132,123,39,538,323,128,23,386,336,71,119,33,99,25,117,206,270,20,14,30,137,132,200,124,82,62,55,49,809,75,2531,43,58,151
1930-1939,260,44,13,42,18,230,6,72,134,120,256,105,18,18,25,93,72,125,5,362,185,100,6,302,248,77,42,31,65,28,202,118,121,14,9,49,102,68,208,81,35,47,26,8,278,73,920,12,35,98
1940-1949,1197,283,40,203,132,1045,37,411,528,563,1006,481,196,30,87,426,411,579,81,436,1154,140,48,1274,876,306,158,149,300,100,629,291,643,32,73,101,444,287,1055,496,246,189,139,152,1500,172,3289,159,152,392
1950-1959,2501,829,148,260,216,2557,95,1110,864,1187,2450,937,440,130,414,904,919,1069,176,1137,2273,679,196,1431,2267,852,419,410,779,222,1928,882,1578,147,200,256,1138,716,1310,1341,503,505,483,284,3680,337,4830,194,293,863
1960-1969,2479,1220,428,196,392,2934,113,2261,608,1678,2144,1099,926,457,455,1725,1371,1425,346,448,2921,885,244,1011,2850,1363,597,621,1212,660,1693,1463,1883,416,320,570,2416,1097,1263,1539,844,766,1136,443,3590,882,3568,404,355,1632
1970-1979,1620,1573,834,163,485,2459,118,2581,380,1661,1638,1125,1005,702,458,1003,1969,1503,404,303,2871,860,486,767,3607,1613,467,856,1393,804,1421,1547,1959,765,448,662,3194,1661,1079,1826,791,966,1568,567,3552,1235,2010,613,298,2013
1980-1989,647,1539,638,146,1045,1567,62,1263,238,1230,634,867,882,584,492,1399,1846,1040,530,176,2797,757,1151,429,3070,1429,396,1379,659,546,939,1503,1665,883,625,1098,2360,2235,915,1905,564,676,1648,234,2789,954,1218,928,314,1711
1990-1999,381,930,818,46,618,1041,34,535,117,795,339,661,297,335,214,964,715,602,495,58,2142,289,905,297,2849,816,206,1263,618,394,457,955,1564,533,674,1041,1581,2173,465,1484,419,406,1498,76,1827,440,543,686,198,1061
2000-2009,395,1401,926,18,728,921,44,341,83,695,305,600,312,151,293,1059,531,985,1438,96,2020,298,1197,254,3095,797,330,2859,468,379,553,1031,1588,530,863,1451,1382,3874,328,1799,429,428,912,131,1912,570,498,1051,166,1093
2010-2019,158,443,367,34,243,377,24,148,47,238,120,237,111,49,118,516,273,525,550,45,749,106,239,164,1203,471,72,964,165,136,143,365,779,363,666,741,551,1729,122,779,244,131,101,53,892,164,193,1381,69,457
2020-2029,2,6,1,0,4,7,0,0,2,0,1,3,0,0,0,3,1,10,4,0,18,1,0,1,5,0,0,38,31,12,4,1,5,0,2,24,7,80,3,5,7,1,0,0,6,0,13,49,0,1
Total,10013,8405,4227,1141,3912,13519,553,8854,3490,8337,9328,6275,4236,2479,2647,8196,8240,7986,4068,3599,17453,4243,4495,6316,20406,7795,2806,8603,5789,3306,8086,8362,12055,3703,3894,6023,13312,14052,6948,11379,4164,4177,7566,1997,20835,4902,19613,5520,1938,9472
