,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,6,2,12,1,3,2,3,8,2,2,2,0,5,2,2,1,3,0,8,4
1930-1939,5,5,11,2,6,1,2,1,0,2,0,3,1,2,1,1,1,2,0,7
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,9,7,13,14,6,6,7,4,5,13,9,5,5,6,2,5,7,12,8,17
1960-1969,492,596,751,1168,362,325,659,641,606,621,456,862,572,467,880,556,545,744,544,488
1970-1979,1286,1002,1390,1533,604,678,1176,1431,1188,1122,792,1117,1060,1296,1127,1388,1425,1135,1016,968
1980-1989,1710,1130,1389,1183,738,724,1253,1352,1360,1419,1078,1102,1223,1310,1149,1569,1754,1104,1215,1161
1990-1999,1017,999,973,787,947,671,910,884,1038,1267,977,762,881,1059,836,876,865,890,1090,1018
2000-2009,649,894,686,492,1291,864,624,648,756,828,1124,678,632,865,652,569,491,774,986,927
2010-2019,652,1005,706,615,2267,1648,912,701,830,843,1056,680,743,845,1074,787,584,859,1009,962
2020-2029,21,32,21,16,83,52,19,20,34,32,19,14,26,38,29,12,21,32,21,42
Total,5847,5672,5952,5811,6307,4971,5565,5690,5819,6149,5513,5223,5148,5890,5752,5764,5696,5552,5897,5594
