,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0,0,2,1,5,0,2,2,0,2,0,0,6,1,5,2,1,0,0,0,1,3,0,1,0,3,7,0,1,1,0,0,0,1,5,1,1,0,0,2,2,2,1,1,0,0,0,0,0,0
1930-1939,0,0,1,2,0,0,3,3,0,0,0,3,2,2,6,5,1,2,0,0,4,2,0,0,1,1,22,0,1,0,0,1,1,1,16,0,2,1,1,2,8,0,1,0,0,0,0,0,1,0
1940-1949,1,0,1,21,12,0,6,9,0,15,1,8,7,8,26,9,8,10,2,11,11,8,0,7,4,10,93,4,7,0,9,1,3,7,66,7,4,9,5,1,27,8,2,2,3,1,2,3,2,0
1950-1959,0,0,6,14,17,0,16,16,0,18,0,14,8,7,32,13,11,16,1,9,16,11,1,10,11,3,114,5,10,2,5,1,0,6,94,1,6,7,7,1,51,4,7,0,1,1,1,1,0,0
1960-1969,1,0,14,107,116,0,96,104,0,94,1,81,99,113,92,78,63,81,3,57,78,73,0,72,48,71,229,45,45,2,50,0,2,42,104,43,26,25,30,25,82,29,29,6,4,7,1,8,4,0
1970-1979,1,0,7,241,265,0,233,230,0,216,3,193,214,234,215,201,194,173,3,173,167,140,2,152,150,152,177,134,116,4,109,4,13,103,81,89,51,71,70,86,75,42,51,39,7,14,8,4,9,2
1980-1989,0,0,4,228,225,0,183,208,0,216,0,171,162,179,184,171,183,173,7,160,188,151,1,118,134,124,70,130,86,1,111,1,10,112,36,85,54,60,51,59,27,47,45,24,4,7,5,1,2,1
1990-1999,0,1,2,285,299,2,248,209,1,202,4,171,161,162,175,177,183,176,2,166,164,173,0,145,131,118,28,116,110,1,131,1,5,75,7,70,63,65,54,46,16,39,29,29,4,6,9,2,7,0
2000-2009,0,0,1,368,291,1,297,240,0,228,1,201,193,173,184,211,192,200,4,161,130,168,0,173,133,132,13,140,119,3,102,0,5,99,4,61,57,64,76,51,7,38,23,27,3,7,4,1,5,1
2010-2019,0,0,2,339,205,0,260,192,0,193,1,178,138,147,151,158,151,170,1,137,135,130,0,122,126,91,13,86,95,3,107,1,6,74,5,46,53,67,55,48,2,37,26,21,2,3,8,1,2,0
2020-2029,0,0,0,13,2,0,4,1,0,1,0,3,2,2,0,1,2,1,0,4,0,4,0,5,4,0,0,1,0,0,3,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Total,3,1,40,1619,1437,3,1348,1214,1,1185,11,1023,992,1028,1070,1026,989,1002,23,878,894,863,4,805,742,705,766,661,590,17,627,10,45,522,418,406,317,369,352,321,297,246,214,149,28,46,38,21,32,4
