,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.016,0.0,0.081,0.0,0.097,0.0,0.0,0.0,0.016,0.0,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.081,0.032,0.0,0.016,0.0,0.048,0.016,0.0,0.016,0.032,0.032,0.0,0.016,0.0,0.081,0.032,0.0,0.113,0.016,0.016,0.0,0.032,0.0,0.016,0.032,0.048,0.0,0.0,0.0,0.032,0.0,0.032
1930-1939,0.0,0.0,0.167,0.01,0.021,0.0,0.031,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.042,0.01,0.01,0.01,0.0,0.0,0.052,0.031,0.0,0.021,0.0,0.0,0.021,0.01,0.229,0.021,0.021,0.0,0.01,0.01,0.0,0.031,0.021,0.021,0.01,0.01,0.0,0.0,0.083
1940-1949,0.015,0.02,0.143,0.011,0.015,0.0,0.017,0.002,0.015,0.004,0.017,0.004,0.015,0.0,0.009,0.0,0.0,0.0,0.056,0.017,0.002,0.024,0.004,0.022,0.015,0.024,0.0,0.02,0.013,0.004,0.009,0.007,0.026,0.002,0.007,0.202,0.046,0.017,0.002,0.002,0.009,0.004,0.02,0.017,0.022,0.002,0.02,0.033,0.007,0.059
1950-1959,0.002,0.009,0.163,0.012,0.014,0.002,0.024,0.002,0.017,0.002,0.019,0.012,0.01,0.0,0.009,0.0,0.0,0.0,0.056,0.007,0.0,0.028,0.0,0.005,0.017,0.016,0.003,0.023,0.028,0.002,0.01,0.002,0.03,0.002,0.0,0.198,0.024,0.012,0.0,0.01,0.019,0.0,0.028,0.019,0.028,0.002,0.012,0.031,0.002,0.089
1960-1969,0.018,0.021,0.044,0.013,0.042,0.0,0.034,0.003,0.03,0.0,0.026,0.012,0.018,0.0,0.019,0.0,0.0,0.0,0.039,0.012,0.0,0.033,0.002,0.03,0.019,0.024,0.001,0.033,0.04,0.001,0.011,0.002,0.049,0.011,0.001,0.096,0.045,0.047,0.0,0.006,0.02,0.003,0.044,0.031,0.034,0.0,0.011,0.039,0.003,0.034
1970-1979,0.018,0.022,0.016,0.014,0.044,0.0,0.039,0.003,0.031,0.002,0.039,0.01,0.021,0.0,0.027,0.0,0.0,0.0,0.044,0.009,0.0,0.034,0.002,0.031,0.024,0.035,0.001,0.041,0.047,0.001,0.01,0.001,0.054,0.017,0.003,0.036,0.049,0.048,0.001,0.001,0.031,0.008,0.047,0.028,0.035,0.001,0.014,0.044,0.001,0.015
1980-1989,0.02,0.026,0.009,0.012,0.039,0.0,0.041,0.002,0.028,0.001,0.044,0.011,0.027,0.0,0.031,0.0,0.0,0.0,0.044,0.011,0.0,0.045,0.0,0.03,0.02,0.038,0.0,0.041,0.044,0.002,0.013,0.001,0.054,0.014,0.002,0.017,0.054,0.043,0.0,0.001,0.032,0.006,0.05,0.036,0.041,0.0,0.014,0.051,0.0,0.006
1990-1999,0.016,0.031,0.002,0.013,0.038,0.0,0.04,0.001,0.034,0.002,0.043,0.007,0.018,0.0,0.027,0.0,0.0,0.0,0.041,0.009,0.0,0.038,0.002,0.028,0.026,0.039,0.0,0.041,0.058,0.0,0.015,0.001,0.07,0.011,0.001,0.007,0.067,0.038,0.001,0.0,0.031,0.007,0.049,0.041,0.041,0.0,0.015,0.047,0.0,0.004
2000-2009,0.013,0.022,0.001,0.017,0.042,0.0,0.044,0.002,0.038,0.001,0.042,0.005,0.022,0.0,0.03,0.0,0.0,0.0,0.04,0.008,0.0,0.028,0.001,0.029,0.026,0.035,0.001,0.046,0.065,0.001,0.012,0.001,0.063,0.011,0.001,0.003,0.08,0.038,0.0,0.0,0.029,0.006,0.052,0.037,0.044,0.0,0.014,0.05,0.0,0.002
2010-2019,0.012,0.028,0.001,0.015,0.036,0.0,0.047,0.001,0.032,0.002,0.04,0.007,0.02,0.0,0.023,0.0,0.0,0.0,0.04,0.01,0.0,0.036,0.001,0.024,0.025,0.036,0.001,0.042,0.069,0.0,0.014,0.001,0.054,0.013,0.002,0.003,0.089,0.039,0.0,0.001,0.033,0.006,0.051,0.034,0.045,0.0,0.018,0.051,0.0,0.001
2020-2029,0.049,0.049,0.0,0.049,0.033,0.0,0.049,0.0,0.082,0.0,0.033,0.0,0.033,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.016,0.066,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.213,0.033,0.0,0.0,0.066,0.0,0.016,0.066,0.016,0.0,0.0,0.016,0.0,0.0
Total,0.016,0.021,0.057,0.015,0.038,0.0,0.033,0.001,0.029,0.001,0.03,0.009,0.019,0.0,0.017,0.0,0.0,0.0,0.046,0.011,0.0,0.029,0.002,0.023,0.018,0.028,0.002,0.035,0.045,0.001,0.012,0.001,0.047,0.012,0.002,0.082,0.064,0.032,0.0,0.006,0.025,0.005,0.038,0.034,0.03,0.001,0.012,0.036,0.001,0.03
