,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.667,0.111,0.0
1930-1939,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0
1940-1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1950-1959,0.222,0.111,0.0,0.111,0.0,0.0,0.111,0.222,0.111,0.111
1960-1969,0.017,0.255,0.092,0.109,0.062,0.002,0.196,0.132,0.092,0.043
1970-1979,0.02,0.261,0.177,0.126,0.112,0.01,0.153,0.054,0.082,0.005
1980-1989,0.052,0.203,0.221,0.138,0.138,0.016,0.095,0.067,0.052,0.018
1990-1999,0.182,0.15,0.125,0.12,0.095,0.068,0.059,0.097,0.05,0.054
2000-2009,0.374,0.055,0.017,0.092,0.063,0.148,0.016,0.09,0.059,0.087
2010-2019,0.476,0.03,0.011,0.078,0.045,0.183,0.005,0.045,0.037,0.091
2020-2029,0.388,0.045,0.015,0.09,0.075,0.254,0.0,0.06,0.03,0.045
