,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,806,0,0,0,0,0,1,2,8,0,0,0,0,1,0,0,2,0,3
1930-1939,0,1485,0,0,0,0,0,3,1,10,0,0,0,0,1,1,1,0,0,3
1940-1949,1,1792,1,0,0,0,0,0,2,9,1,0,0,0,0,0,1,0,0,10
1950-1959,0,1524,0,0,0,0,0,2,1,19,1,1,0,0,0,2,1,1,0,7
1960-1969,1,1426,1,1,0,0,0,1,0,25,1,2,0,0,0,0,0,0,1,7
1970-1979,0,866,0,0,0,0,0,0,0,11,0,2,0,0,1,1,0,0,0,2
1980-1989,0,607,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,5
1990-1999,0,334,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
2000-2009,0,201,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010-2019,0,277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-2029,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,2,9321,2,1,0,0,0,8,6,90,5,5,0,0,3,4,3,3,3,39
