,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,7,1128,617,598,326,1,5,14,65,16,60,4,5,50,3,20,2,4,0,65
1930-1939,6,1106,1159,680,378,3,3,20,206,21,63,0,13,68,4,21,1,7,1,83
1940-1949,35,1010,924,544,409,9,45,51,338,74,92,16,21,81,12,29,5,46,2,66
1950-1959,33,763,593,558,554,17,45,80,496,103,118,15,26,183,16,41,4,61,3,100
1960-1969,251,774,439,629,630,84,213,416,552,264,326,167,128,441,54,138,50,146,70,91
1970-1979,717,427,185,359,365,226,558,803,386,463,483,375,295,349,181,245,129,180,150,68
1980-1989,775,201,66,129,163,251,524,456,265,344,301,352,278,273,200,247,172,133,95,39
1990-1999,1057,101,56,64,115,360,448,211,95,303,288,319,327,159,215,248,176,123,158,16
2000-2009,1368,69,36,37,53,609,301,165,67,222,206,303,227,121,341,266,260,145,152,11
2010-2019,1053,36,43,19,25,588,255,91,67,157,164,299,145,50,346,267,231,87,94,8
2020-2029,18,0,0,0,1,8,3,2,0,2,1,7,2,0,8,4,7,1,0,0
Total,5320,5615,4118,3617,3019,2156,2400,2309,2537,1969,2102,1857,1467,1775,1380,1526,1037,933,725,547
