,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.017,0.007,0.005,0.001,0.002,0.022,0.005,0.002,0.206,0.0,0.022,0.0,0.02,0.001,0.001,0.377,0.109,0.002,0.2,0.001
1930-1939,0.018,0.005,0.005,0.0,0.002,0.022,0.005,0.001,0.302,0.001,0.054,0.0,0.016,0.002,0.0,0.288,0.098,0.003,0.177,0.001
1940-1949,0.021,0.008,0.013,0.001,0.009,0.017,0.019,0.012,0.243,0.002,0.089,0.001,0.024,0.012,0.004,0.265,0.107,0.006,0.143,0.003
1950-1959,0.048,0.011,0.021,0.001,0.009,0.026,0.027,0.012,0.156,0.004,0.13,0.001,0.031,0.016,0.004,0.2,0.145,0.007,0.146,0.004
1960-1969,0.075,0.024,0.071,0.009,0.043,0.016,0.045,0.036,0.075,0.014,0.094,0.012,0.056,0.025,0.028,0.132,0.107,0.022,0.107,0.009
1970-1979,0.05,0.035,0.116,0.019,0.103,0.01,0.067,0.08,0.027,0.033,0.056,0.022,0.07,0.026,0.054,0.061,0.053,0.042,0.052,0.026
1980-1989,0.052,0.047,0.087,0.033,0.147,0.007,0.065,0.1,0.013,0.048,0.05,0.018,0.057,0.025,0.067,0.038,0.031,0.053,0.025,0.038
1990-1999,0.033,0.051,0.044,0.036,0.218,0.003,0.063,0.093,0.012,0.074,0.02,0.033,0.06,0.025,0.066,0.021,0.024,0.068,0.013,0.044
2000-2009,0.024,0.054,0.033,0.052,0.276,0.002,0.045,0.061,0.007,0.123,0.014,0.031,0.042,0.029,0.061,0.014,0.011,0.046,0.007,0.069
2010-2019,0.012,0.066,0.023,0.057,0.262,0.002,0.039,0.063,0.011,0.146,0.017,0.023,0.041,0.022,0.074,0.009,0.006,0.036,0.005,0.086
2020-2029,0.0,0.062,0.031,0.109,0.281,0.0,0.031,0.047,0.0,0.125,0.0,0.0,0.016,0.016,0.109,0.0,0.016,0.031,0.0,0.125
Total,0.032,0.034,0.041,0.029,0.123,0.012,0.037,0.046,0.095,0.052,0.049,0.013,0.039,0.018,0.043,0.128,0.064,0.029,0.08,0.037
