,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.2,0.3,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.025
1930-1939,0.0,0.238,0.238,0.333,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.058,0.225,0.142,0.067,0.092,0.042,0.05,0.025,0.033,0.042,0.058,0.025,0.025,0.033,0.025,0.017,0.0,0.033,0.008,0.0
1950-1959,0.003,0.224,0.155,0.085,0.183,0.003,0.013,0.035,0.076,0.044,0.044,0.003,0.009,0.069,0.0,0.009,0.0,0.016,0.003,0.025
1960-1969,0.046,0.107,0.056,0.095,0.119,0.019,0.051,0.093,0.041,0.033,0.064,0.03,0.029,0.109,0.013,0.023,0.011,0.015,0.027,0.019
1970-1979,0.104,0.037,0.024,0.039,0.049,0.04,0.077,0.125,0.029,0.051,0.068,0.054,0.055,0.07,0.03,0.039,0.029,0.03,0.043,0.007
1980-1989,0.175,0.03,0.015,0.02,0.03,0.06,0.096,0.09,0.039,0.059,0.049,0.062,0.048,0.048,0.043,0.028,0.046,0.025,0.031,0.006
1990-1999,0.223,0.013,0.011,0.015,0.018,0.08,0.094,0.05,0.016,0.057,0.053,0.067,0.063,0.034,0.059,0.039,0.037,0.031,0.038,0.004
2000-2009,0.283,0.014,0.005,0.009,0.012,0.127,0.053,0.028,0.008,0.051,0.038,0.054,0.042,0.024,0.079,0.042,0.069,0.025,0.036,0.002
2010-2019,0.274,0.008,0.01,0.005,0.007,0.157,0.055,0.029,0.015,0.05,0.035,0.071,0.032,0.018,0.073,0.045,0.062,0.02,0.031,0.001
2020-2029,0.286,0.036,0.0,0.0,0.0,0.25,0.036,0.0,0.036,0.071,0.0,0.036,0.0,0.0,0.107,0.036,0.0,0.107,0.0,0.0
Total,0.211,0.03,0.019,0.022,0.029,0.093,0.071,0.056,0.021,0.052,0.047,0.058,0.046,0.039,0.057,0.037,0.047,0.025,0.034,0.005
