,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.1,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.3,0.0,0.0,0.0,0.025,0.0,0.0,0.2,0.15,0.0,0.2,0.0
1930-1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.19,0.0,0.333,0.0
1940-1949,0.033,0.017,0.025,0.0,0.058,0.0,0.042,0.05,0.142,0.042,0.033,0.008,0.058,0.033,0.025,0.225,0.092,0.025,0.067,0.025
1950-1959,0.069,0.009,0.035,0.0,0.003,0.025,0.044,0.013,0.155,0.003,0.076,0.003,0.044,0.016,0.003,0.224,0.183,0.009,0.085,0.0
1960-1969,0.109,0.023,0.093,0.011,0.046,0.019,0.033,0.051,0.056,0.019,0.041,0.027,0.064,0.015,0.03,0.107,0.119,0.029,0.095,0.013
1970-1979,0.07,0.039,0.125,0.029,0.104,0.007,0.051,0.077,0.024,0.04,0.029,0.043,0.068,0.03,0.054,0.037,0.049,0.055,0.039,0.03
1980-1989,0.048,0.028,0.09,0.046,0.175,0.006,0.059,0.096,0.015,0.06,0.039,0.031,0.049,0.025,0.062,0.03,0.03,0.048,0.02,0.043
1990-1999,0.034,0.039,0.05,0.037,0.223,0.004,0.057,0.094,0.011,0.08,0.016,0.038,0.053,0.031,0.067,0.013,0.018,0.063,0.015,0.059
2000-2009,0.024,0.042,0.028,0.069,0.283,0.002,0.051,0.053,0.005,0.127,0.008,0.036,0.038,0.025,0.054,0.014,0.012,0.042,0.009,0.079
2010-2019,0.018,0.045,0.029,0.062,0.274,0.001,0.05,0.055,0.01,0.157,0.015,0.031,0.035,0.02,0.071,0.008,0.007,0.032,0.005,0.073
2020-2029,0.0,0.036,0.0,0.0,0.286,0.0,0.071,0.036,0.0,0.25,0.036,0.0,0.0,0.107,0.036,0.036,0.0,0.0,0.0,0.107
Total,0.046,0.025,0.043,0.023,0.132,0.008,0.042,0.048,0.087,0.071,0.027,0.02,0.039,0.027,0.037,0.103,0.077,0.028,0.079,0.039
