,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,1037,1081,1114,1372,900,1163,1086,1756,892,1074,1369,782,718,1938,696,1091,700,860,961,1146,1056,2061,1488,798,578,1095,1609,1425,928,930,565,865,1063,3514,568,1478,1030,1326,794,1234,943,783,1156,790,3944,1380,758,1264,722,1035
1930-1939,1354,1519,1614,1668,1299,1540,1461,2171,1258,1294,2816,997,1119,2547,981,1335,976,1176,1141,1477,1240,3446,1754,1023,783,1389,1856,1767,1094,1077,781,1071,1286,3778,886,1849,1441,1683,957,1600,1184,1132,1391,1146,3841,1780,965,1693,986,1178
1940-1949,1456,1538,1540,1650,1274,1417,1383,2266,1287,1329,2710,1017,1186,2258,1105,1484,957,1170,1311,1405,1362,3223,1622,1079,743,1340,1689,1761,1147,1330,774,1103,1319,3163,827,1722,1457,1586,978,1720,1147,1081,1577,1277,3853,1694,982,1517,1058,1239
1950-1959,1538,1462,1689,1784,1313,1601,1527,1953,1154,1438,1999,1187,1521,2366,992,1838,1077,1239,1181,1476,1444,2755,1703,1252,982,1589,1555,1833,1227,1220,786,1124,1336,2523,861,1948,1521,1760,1099,1892,1301,1194,1618,1141,2623,1666,1019,1635,1081,1280
1960-1969,2837,2255,2433,2736,2259,2411,2311,2506,2108,2169,2560,1949,2590,3381,2030,2562,2048,2044,2061,2335,2364,3092,2369,2066,2124,2459,2370,2443,2126,1864,1387,1970,2042,2675,1890,2686,2441,2766,1941,2789,2096,1894,2314,2384,2950,2138,1953,2301,2280,2118
1970-1979,3320,2540,3159,2875,2719,2770,2757,2505,2782,2609,2595,2588,2901,3224,2748,3182,2642,2639,2743,2660,3181,2510,2530,2646,2994,2813,2616,2719,2510,2656,2023,2645,2832,2401,2705,2731,3112,2940,2692,2873,2775,2575,2953,2794,2376,2388,2941,2492,3030,2985
1980-1989,2097,1807,2475,1945,2256,1970,2081,1727,2122,2088,2031,2148,2159,1669,2371,2377,2346,2299,2027,2018,2479,1647,2053,2336,2531,2239,1891,1975,2086,2334,1677,2090,2204,1424,2082,1862,2117,1973,2316,1879,2031,2361,2047,2185,1593,1789,2298,1807,2371,2117
1990-1999,1620,1878,1815,1476,1815,1986,1868,1471,1805,1765,1371,2187,1976,1927,1963,2500,2666,2061,2138,1902,2140,1082,1847,2426,2574,2039,1532,2209,1969,2201,1940,1835,2070,1171,2562,1570,1735,1752,2315,1604,1899,2303,1792,1950,1039,1687,2329,1921,2073,1978
2000-2009,1671,1913,1491,1450,2074,1938,1683,1644,2076,2000,1259,2499,2147,1393,2495,2299,2921,2102,2179,1979,1365,1049,1950,2420,2993,2006,1559,1934,2318,1966,3520,2311,2168,839,2555,1311,1737,1521,2431,1380,1977,2646,1544,1791,919,1917,2197,2285,2308,2145
2010-2019,1320,1499,1184,1101,1755,1543,1444,1132,1761,1529,996,2100,1744,965,2164,1791,2314,1957,1829,1730,1109,811,1624,2112,2376,1717,1191,1344,2027,1760,3193,1903,1494,607,1841,1026,1484,1104,1817,1267,1550,1994,1355,1609,738,1434,1808,1654,1971,1860
2020-2029,29,24,15,15,37,19,25,14,17,18,15,39,31,13,21,23,22,37,30,22,27,12,9,47,43,22,14,12,15,17,86,29,26,12,31,16,26,22,21,17,27,40,21,32,8,18,28,23,36,40
Total,18279,17516,18529,18072,17701,18358,17626,19145,17262,17313,19721,17493,18092,21681,17566,20482,18669,17584,17601,18150,17767,21688,18949,18205,18721,18708,17882,19422,17447,17355,16732,16946,17840,22107,16808,18199,18101,18433,17361,18255,16930,18003,17768,17099,23884,17891,17278,18592,17916,17975
