,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.023,0.026,0.018,0.031,0.009,0.02,0.008,0.014,0.019,0.023,0.004,0.01,0.006,0.04,0.01,0.018,0.015,0.027,0.013,0.012,0.041,0.018,0.02,0.023,0.023,0.014,0.04,0.006,0.022,0.041,0.014,0.023,0.018,0.005,0.035,0.015,0.008,0.019,0.052,0.044,0.017,0.01,0.022,0.014,0.024,0.02,0.006,0.02,0.023,0.015
1930-1939,0.019,0.025,0.017,0.011,0.017,0.02,0.019,0.012,0.017,0.026,0.011,0.02,0.019,0.034,0.018,0.025,0.012,0.024,0.008,0.016,0.061,0.016,0.014,0.013,0.026,0.011,0.034,0.023,0.006,0.019,0.008,0.022,0.01,0.029,0.023,0.011,0.01,0.013,0.028,0.042,0.014,0.016,0.012,0.013,0.023,0.049,0.03,0.008,0.032,0.016
1940-1949,0.028,0.019,0.023,0.02,0.017,0.017,0.028,0.024,0.019,0.023,0.013,0.02,0.014,0.022,0.019,0.024,0.021,0.051,0.015,0.021,0.032,0.014,0.02,0.016,0.012,0.013,0.022,0.014,0.013,0.018,0.022,0.018,0.015,0.02,0.02,0.016,0.013,0.012,0.025,0.033,0.011,0.021,0.019,0.018,0.018,0.03,0.02,0.016,0.015,0.023
1950-1959,0.016,0.015,0.024,0.022,0.016,0.025,0.017,0.027,0.013,0.021,0.017,0.019,0.019,0.025,0.017,0.028,0.022,0.034,0.017,0.025,0.034,0.017,0.019,0.013,0.02,0.016,0.025,0.015,0.021,0.019,0.019,0.019,0.016,0.022,0.015,0.02,0.011,0.016,0.031,0.033,0.017,0.019,0.018,0.018,0.014,0.021,0.019,0.017,0.015,0.022
1960-1969,0.024,0.018,0.026,0.024,0.018,0.025,0.019,0.02,0.017,0.019,0.016,0.02,0.02,0.026,0.016,0.023,0.019,0.025,0.015,0.026,0.021,0.02,0.02,0.023,0.017,0.015,0.024,0.019,0.021,0.02,0.017,0.021,0.02,0.019,0.022,0.021,0.014,0.013,0.029,0.02,0.02,0.019,0.017,0.017,0.018,0.02,0.019,0.022,0.015,0.021
1970-1979,0.024,0.019,0.02,0.024,0.02,0.022,0.018,0.022,0.02,0.017,0.018,0.021,0.02,0.022,0.019,0.02,0.018,0.015,0.018,0.021,0.015,0.02,0.02,0.019,0.021,0.019,0.021,0.02,0.027,0.018,0.018,0.019,0.026,0.021,0.026,0.022,0.015,0.022,0.021,0.017,0.022,0.019,0.018,0.018,0.02,0.016,0.019,0.021,0.017,0.021
1980-1989,0.025,0.021,0.019,0.022,0.019,0.015,0.019,0.02,0.023,0.019,0.023,0.019,0.021,0.018,0.021,0.019,0.017,0.013,0.022,0.02,0.015,0.02,0.019,0.02,0.023,0.023,0.02,0.023,0.027,0.016,0.018,0.017,0.025,0.02,0.021,0.019,0.021,0.025,0.019,0.014,0.021,0.019,0.022,0.021,0.02,0.016,0.018,0.023,0.015,0.025
1990-1999,0.024,0.021,0.017,0.018,0.023,0.018,0.02,0.018,0.027,0.018,0.024,0.019,0.021,0.019,0.024,0.021,0.013,0.01,0.022,0.022,0.011,0.022,0.021,0.02,0.021,0.025,0.014,0.023,0.029,0.016,0.018,0.017,0.027,0.021,0.019,0.017,0.021,0.026,0.016,0.012,0.022,0.02,0.024,0.025,0.02,0.015,0.019,0.021,0.017,0.023
2000-2009,0.016,0.022,0.015,0.019,0.021,0.013,0.023,0.016,0.032,0.022,0.025,0.017,0.02,0.016,0.023,0.02,0.012,0.008,0.019,0.022,0.01,0.02,0.019,0.021,0.021,0.026,0.012,0.024,0.031,0.015,0.018,0.018,0.031,0.022,0.016,0.017,0.038,0.023,0.014,0.009,0.023,0.021,0.025,0.026,0.023,0.014,0.018,0.022,0.017,0.025
2010-2019,0.014,0.024,0.014,0.019,0.018,0.011,0.024,0.016,0.029,0.021,0.025,0.018,0.022,0.013,0.023,0.017,0.012,0.008,0.021,0.024,0.011,0.021,0.02,0.021,0.021,0.027,0.012,0.026,0.032,0.015,0.02,0.018,0.027,0.019,0.014,0.018,0.045,0.023,0.013,0.008,0.023,0.02,0.025,0.024,0.023,0.014,0.022,0.025,0.017,0.024
2020-2029,0.018,0.037,0.029,0.002,0.015,0.0,0.026,0.024,0.035,0.015,0.007,0.007,0.015,0.015,0.024,0.011,0.017,0.006,0.029,0.024,0.017,0.028,0.015,0.02,0.011,0.033,0.015,0.059,0.031,0.009,0.011,0.028,0.004,0.011,0.007,0.02,0.064,0.031,0.018,0.009,0.039,0.015,0.011,0.026,0.035,0.009,0.033,0.015,0.009,0.011
Total,0.021,0.022,0.02,0.019,0.017,0.017,0.02,0.019,0.023,0.02,0.017,0.017,0.018,0.023,0.019,0.021,0.016,0.02,0.018,0.021,0.024,0.02,0.019,0.019,0.02,0.02,0.022,0.023,0.024,0.019,0.017,0.02,0.02,0.019,0.02,0.018,0.024,0.02,0.024,0.022,0.021,0.018,0.019,0.02,0.022,0.02,0.02,0.019,0.017,0.021
