,0,1,2,3,4
1920-1929,0.0,0.75,0.0,0.25,0.0
1930-1939,0.0,0.5,0.25,0.25,0.0
1940-1949,,,,,
1950-1959,0.2,0.4,0.0,0.4,0.0
1960-1969,0.034,0.735,0.054,0.129,0.048
1970-1979,0.194,0.537,0.037,0.176,0.056
1980-1989,0.301,0.305,0.102,0.195,0.097
1990-1999,0.412,0.109,0.08,0.298,0.101
2000-2009,0.539,0.023,0.014,0.348,0.075
2010-2019,0.633,0.011,0.016,0.253,0.087
2020-2029,0.594,0.062,0.0,0.25,0.094
Total,0.486,0.119,0.038,0.273,0.084
