,0,1,2,3,4
1920-1929,0.652,0.004,0.009,0.327,0.007
1930-1939,0.536,0.004,0.007,0.444,0.009
1940-1949,0.501,0.023,0.027,0.41,0.039
1950-1959,0.459,0.018,0.039,0.436,0.047
1960-1969,0.341,0.097,0.15,0.289,0.124
1970-1979,0.179,0.206,0.273,0.131,0.21
1980-1989,0.105,0.263,0.282,0.097,0.254
1990-1999,0.056,0.34,0.284,0.059,0.262
2000-2009,0.036,0.395,0.287,0.037,0.246
2010-2019,0.021,0.402,0.289,0.041,0.246
2020-2029,0.039,0.386,0.315,0.024,0.236
Total,0.266,0.194,0.178,0.209,0.153
