,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1960-1969,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1970-1979,0,81,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1980-1989,0,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990-1999,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000-2009,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-2019,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,603,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3
