,0,1,2,3,4,5,6,7,8,9
1920-1929,2672,1133,7,15,9,171,12,19,595,63
1930-1939,2293,1853,5,17,6,162,13,24,630,77
1940-1949,2512,2096,56,76,75,193,60,140,659,112
1950-1959,2006,1886,48,64,59,348,100,201,768,105
1960-1969,2120,1844,354,413,479,1104,645,654,1080,370
1970-1979,1210,1059,941,1067,1291,1350,1651,1169,760,679
1980-1989,667,741,1293,1319,1381,1244,1427,1242,421,710
1990-1999,338,403,1930,1691,1477,1191,1261,1251,265,755
2000-2009,272,269,2940,2080,1647,990,911,1177,159,811
2010-2019,118,296,2768,1472,1242,577,636,825,75,665
2020-2029,3,3,52,16,23,6,8,5,2,9
Total,14211,11583,10394,8230,7689,7336,6724,6707,5414,4356
