,0,1,2,3,4,5,6,7,8,9
1920-1929,32,14,13,0,9,5,15,2,15,1
1930-1939,70,4,14,1,7,5,14,0,34,2
1940-1949,260,65,60,1,75,47,91,3,154,12
1950-1959,282,58,91,1,61,68,70,2,152,13
1960-1969,476,543,543,1,463,555,487,20,574,20
1970-1979,365,1332,1361,3,1265,1279,1210,24,1104,21
1980-1989,171,1597,1498,1,1454,1196,1344,25,1129,12
1990-1999,72,1933,1797,0,1724,1111,1554,26,1160,13
2000-2009,29,2447,2195,0,1925,1111,1469,29,1231,2
2010-2019,13,1888,1994,0,1345,757,1176,14,950,4
2020-2029,0,28,41,0,14,5,21,0,9,0
Total,1770,9909,9607,8,8342,6139,7451,145,6512,100
