,0,1,2,3,4,5,6,7,8,9
1920-1929,0.302,0.132,0.123,0.0,0.085,0.047,0.142,0.019,0.142,0.009
1930-1939,0.464,0.026,0.093,0.007,0.046,0.033,0.093,0.0,0.225,0.013
1940-1949,0.339,0.085,0.078,0.001,0.098,0.061,0.118,0.004,0.201,0.016
1950-1959,0.353,0.073,0.114,0.001,0.076,0.085,0.088,0.003,0.19,0.016
1960-1969,0.129,0.147,0.147,0.0,0.126,0.151,0.132,0.005,0.156,0.005
1970-1979,0.046,0.167,0.171,0.0,0.159,0.161,0.152,0.003,0.139,0.003
1980-1989,0.02,0.19,0.178,0.0,0.173,0.142,0.159,0.003,0.134,0.001
1990-1999,0.008,0.206,0.191,0.0,0.184,0.118,0.165,0.003,0.124,0.001
2000-2009,0.003,0.234,0.21,0.0,0.184,0.106,0.141,0.003,0.118,0.0
2010-2019,0.002,0.232,0.245,0.0,0.165,0.093,0.144,0.002,0.117,0.0
2020-2029,0.0,0.237,0.347,0.0,0.119,0.042,0.178,0.0,0.076,0.0
Total,0.151,0.157,0.173,0.001,0.129,0.095,0.138,0.004,0.147,0.006
