,0,1,2,3,4
1920-1929,0.0,0.0,0.0,0.333,0.667
1930-1939,0.429,0.286,0.143,0.0,0.143
1940-1949,0.392,0.225,0.137,0.01,0.235
1950-1959,0.498,0.107,0.144,0.0,0.251
1960-1969,0.199,0.242,0.317,0.001,0.241
1970-1979,0.068,0.318,0.329,0.004,0.281
1980-1989,0.019,0.331,0.336,0.0,0.315
1990-1999,0.012,0.349,0.336,0.0,0.303
2000-2009,0.004,0.377,0.299,0.0,0.321
2010-2019,0.004,0.37,0.324,0.0,0.302
2020-2029,0.0,0.5,0.333,0.0,0.167
Total,0.148,0.282,0.245,0.032,0.293
