,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960-1969,0.077,0.026,0.0,0.256,0.128,0.0,0.051,0.385,0.051,0.026
1970-1979,0.139,0.111,0.0,0.278,0.028,0.111,0.028,0.194,0.083,0.028
1980-1989,0.139,0.111,0.014,0.222,0.069,0.125,0.014,0.153,0.125,0.028
1990-1999,0.24,0.19,0.025,0.066,0.025,0.132,0.066,0.174,0.05,0.033
2000-2009,0.337,0.31,0.054,0.016,0.0,0.163,0.022,0.043,0.027,0.027
2010-2019,0.425,0.302,0.075,0.0,0.0,0.132,0.009,0.019,0.038,0.0
2020-2029,0.833,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.336,0.215,0.021,0.105,0.031,0.083,0.024,0.121,0.047,0.018
