,0,1,2,3,4
1920-1929,0.179,0.292,0.028,0.302,0.198
1930-1939,0.132,0.53,0.007,0.232,0.099
1940-1949,0.173,0.376,0.038,0.245,0.168
1950-1959,0.197,0.338,0.05,0.279,0.135
1960-1969,0.355,0.124,0.02,0.271,0.231
1970-1979,0.386,0.037,0.007,0.291,0.278
1980-1989,0.34,0.014,0.003,0.308,0.335
1990-1999,0.277,0.005,0.002,0.319,0.398
2000-2009,0.24,0.002,0.0,0.268,0.49
2010-2019,0.245,0.001,0.0,0.249,0.506
2020-2029,0.271,0.0,0.0,0.22,0.508
Total,0.254,0.156,0.014,0.271,0.304
